id,item_id,name,name_kana,name_en,item_kind,slot,accessory_type,inheritance_from_accessory_id,inheritance_type,inheritance_note,equip_level,weight,attack,defense,max_hp,max_mp,charm,agility,dexterity,magic_attack,healing_power,description,effects_json,synthesis_effects_json,obtain_methods_json,image_url,source_url,detail_url,created_at,updated_at
60,accessory_kubi_1,バトルチョーカー,ばとるちょーかー,Dogged Collar,accessory,首アクセサリー,首,,第一世代,,,,7,,,,6,,,,,猛者の印となる 攻撃力を高める 栄誉ある首かざり,[],"[{""note"": null, ""text"": ""さいだいHP+2"", ""recommended"": false}, {""note"": null, ""text"": ""こうげき力+2"", ""recommended"": false}, {""note"": null, ""text"": ""こうげき力+3"", ""recommended"": false}, {""note"": null, ""text"": ""こうげき力+5"", ""recommended"": true}]","[{""note"": null, ""text"": ""アトラスの討伐報酬""}, {""note"": null, ""text"": ""銀のフェザーチップ4枚""}, {""note"": null, ""text"": ""すごろくの報酬""}]",/storage/images/accessories/60-.webp,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-3.php,2026-03-12 12:59:14,2026-07-07 15:55:07
61,accessory_kubi_2,忠誠のチョーカー,ちゅうせいのちょーかー,Champion's Choker,accessory,首アクセサリー,首,60,第二世代,,,,10,,3,,6,,,,,戦神の加護で 攻撃力が高まる 至高の首かざり,[],"[{""note"": null, ""text"": ""こうげき力+2"", ""recommended"": false}, {""note"": null, ""text"": ""こうげき力+3"", ""recommended"": false}, {""note"": null, ""text"": ""こうげき力+5"", ""recommended"": true}, {""note"": null, ""text"": ""さいだいHP+1"", ""recommended"": false}, {""note"": null, ""text"": ""さいだいHP+2"", ""recommended"": false}]","[{""note"": null, ""text"": ""伝説の三悪魔の討伐報酬""}, {""note"": null, ""text"": ""銀のフェザーチップ12枚""}, {""note"": null, ""text"": ""すごろくの報酬""}]",/storage/images/accessories/61-.webp,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-4.php,2026-03-12 12:59:16,2026-07-07 15:55:34
62,accessory_kubi_3,ラストチョーカー,らすとちょーかー,Ultimate Choker,accessory,首アクセサリー,首,61,第三世代,,,,30,,11,,6,,,,,進化の秘宝により 攻撃力が究極に 高まる首かざり,[],"[{""note"": null, ""text"": ""こうげき力+6"", ""recommended"": false}, {""note"": null, ""text"": ""こうげき力+7"", ""recommended"": false}, {""note"": null, ""text"": ""こうげき力+8"", ""recommended"": false}, {""note"": null, ""text"": ""こうげき力+9"", ""recommended"": false}, {""note"": null, ""text"": ""こうげき力+10"", ""recommended"": true}]","[{""note"": null, ""text"": ""コインボス「究極エビルプリースト」の討伐報酬""}]",/storage/images/accessories/62-.webp,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-19.php,2026-03-12 12:59:18,2026-07-07 15:55:45
63,accessory_kubi_4,幻界王の首かざり,げんかいおうのくびかざり,Dreadful Necklace,accessory,首アクセサリー,首,,第一世代,,,,,25,45,,5,,,,,強さを低下する 攻撃から身を守る 不思議な首かざり,"[{""note"": null, ""text"": ""各弱体系耐性+50%""}]","[{""note"": null, ""text"": ""さいだいHP+3""}, {""note"": null, ""text"": ""さいだいHP+5""}, {""note"": null, ""text"": ""各弱体系耐性25%""}, {""note"": null, ""text"": ""各弱体系耐性20%""}, {""note"": null, ""text"": ""各弱体系耐性15%""}, {""note"": null, ""text"": ""各弱体系耐性10%""}]","[{""note"": null, ""text"": ""コインボス「真・幻界諸侯」の討伐報酬""}]",/storage/images/accessories/63-.webp,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-18.php,2026-03-12 12:59:20,2026-05-07 20:54:26
64,accessory_kubi_5,銀のロザリオ,ぎんのろざりお,Silver Rosary,accessory,首アクセサリー,首,,第一世代,,,,,2,,,4,,,,2,死の寸前たまに HP1で生き残る 神聖な銀のお守り,"[{""note"": null, ""text"": ""致死ダメージ時10％で生存"", ""recommended"": false}]","[{""note"": null, ""text"": ""致死ダメージ時生存確率+5%"", ""recommended"": true}, {""note"": null, ""text"": ""さいだいHP+2"", ""recommended"": false}, {""note"": null, ""text"": ""さいだいHP+3"", ""recommended"": false}, {""note"": null, ""text"": ""しゅび力+3"", ""recommended"": false}, {""note"": null, ""text"": ""さいだいHP+4"", ""recommended"": false}]","[{""note"": null, ""text"": ""ベリアルの討伐報酬""}, {""note"": null, ""text"": ""銀のフェザーチップ4枚""}, {""note"": null, ""text"": ""すごろくの報酬""}]",/storage/images/accessories/64-.webp,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-1.php,2026-03-12 12:59:22,2026-07-07 15:56:04
65,accessory_kubi_6,金のロザリオ,きんのろざりお,Gold Rosary,accessory,首アクセサリー,首,64,第二世代,,,,3,2,5,,5,,,,5,死の寸前HP1で 意外と生き残る 神聖な金のお守り,"[{""note"": null, ""text"": ""致死ダメージ時20％で生存"", ""recommended"": false}]","[{""note"": null, ""text"": ""さいだいHP+2"", ""recommended"": false}, {""note"": null, ""text"": ""さいだいHP+3"", ""recommended"": true}, {""note"": null, ""text"": ""こうげき力+3"", ""recommended"": false}, {""note"": null, ""text"": ""こうげき力+5"", ""recommended"": false}, {""note"": null, ""text"": ""しゅび力+5"", ""recommended"": false}]","[{""note"": null, ""text"": ""牙王ゴースネルの討伐報酬""}, {""note"": null, ""text"": ""銀のフェザーチップ12枚""}, {""note"": null, ""text"": ""アスフェルド光章2個(1回のみ)""}, {""note"": null, ""text"": ""アスフェルド大光章2個(1回のみ)""}, {""note"": null, ""text"": ""すごろくの報酬""}]",/storage/images/accessories/65-.webp,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-5.php,2026-03-12 12:59:24,2026-07-07 15:56:13
66,accessory_kubi_7,魔王のネックレス,まおうのねっくれす,Sock-It Locket,accessory,首アクセサリー,首,,第一世代,,,,,,,,2,,,25,,おそるべき 攻撃魔力を宿した ネックレス,[],"[{""note"": null, ""text"": ""こうげき魔力+3"", ""recommended"": false}, {""note"": null, ""text"": ""こうげき魔力+5"", ""recommended"": true}, {""note"": null, ""text"": ""さいだいMP+2"", ""recommended"": false}, {""note"": null, ""text"": ""さいだいMP+3"", ""recommended"": false}]","[{""note"": null, ""text"": ""バラモスの討伐報酬""}, {""note"": null, ""text"": ""銀のフェザーチップ4枚""}, {""note"": null, ""text"": ""すごろくの報酬""}]",/storage/images/accessories/66-.webp,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-2.php,2026-03-12 12:59:26,2026-07-07 15:56:29
67,accessory_kubi_8,智謀の首かざり,ちぼうのくびかざり,Wisdom Necklace,accessory,首アクセサリー,首,66,第二世代,,,,,,,,4,,,,,とてつもない 攻撃魔力を宿した ネックレス,"[{""note"": null, ""text"": ""攻撃魔力+50""}]","[{""note"": null, ""text"": ""炎の攻撃ダメージ+0.5％""}, {""note"": null, ""text"": ""炎の攻撃ダメージ+1％""}, {""note"": null, ""text"": ""氷の攻撃ダメージ+0.5％""}, {""note"": null, ""text"": ""氷の攻撃ダメージ+1％""}, {""note"": null, ""text"": ""風の攻撃ダメージ+0.5％""}, {""note"": null, ""text"": ""風の攻撃ダメージ+1％""}, {""note"": null, ""text"": ""雷の攻撃ダメージ+0.5％""}, {""note"": null, ""text"": ""雷の攻撃ダメージ+1％""}, {""note"": null, ""text"": ""土の攻撃ダメージ+0.5％""}, {""note"": null, ""text"": ""土の攻撃ダメージ+1％""}, {""note"": null, ""text"": ""光の攻撃ダメージ+0.5％""}, {""note"": null, ""text"": ""光の攻撃ダメージ+1％""}, {""note"": null, ""text"": ""闇の攻撃ダメージ+0.5％""}, {""note"": null, ""text"": ""闇の攻撃ダメージ+1％""}]","[{""note"": null, ""text"": ""ゲルニック将軍の討伐報酬""}]",/storage/images/accessories/67-.webp,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-15.php,2026-03-12 12:59:28,2026-05-07 20:54:26
68,accessory_kubi_9,竜のうろこ,りゅうのうろこ,Dragon Scale,accessory,首アクセサリー,首,,第一世代,,,,3,3,5,,5,,,,,敵からの攻撃に 打たれ強くなる 首かざり,"[{""note"": null, ""text"": ""受けるダメージを30軽減する"", ""recommended"": false}]","[{""note"": null, ""text"": ""さいだいHP+2"", ""recommended"": false}, {""note"": null, ""text"": ""さいだいHP+3"", ""recommended"": true}, {""note"": null, ""text"": ""こうげき力+3"", ""recommended"": false}, {""note"": null, ""text"": ""こうげき力+5"", ""recommended"": true}, {""note"": null, ""text"": ""しゅび力+5"", ""recommended"": true}]","[{""note"": null, ""text"": ""ドラゴンの討伐報酬""}]",/storage/images/accessories/68-.webp,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-16.php,2026-03-12 12:59:30,2026-07-07 15:56:49
69,accessory_kubi_10,赤竜の首かざり,せきりゅうのくびかざり,Spitzfire Strand,accessory,首アクセサリー,首,68,第二世代,,,,18,18,14,,5,,,,,敵からの攻撃に さらに強くなった 首かざり,[],"[{""note"": null, ""text"": ""さいだいHP+2"", ""recommended"": false}, {""note"": null, ""text"": ""さいだいHP+3"", ""recommended"": true}, {""note"": null, ""text"": ""こうげき力+3"", ""recommended"": false}, {""note"": null, ""text"": ""こうげき力+5"", ""recommended"": true}, {""note"": null, ""text"": ""しゅび力+5"", ""recommended"": true}]","[{""note"": null, ""text"": ""コインボス「人食い火竜」の討伐報酬""}]",/storage/images/accessories/69-.webp,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-20.php,2026-03-12 12:59:32,2026-07-07 15:56:58
70,accessory_kubi_11,おうじょのあい,おうじょのあい,Princess' Pledge,accessory,首アクセサリー,首,,第一世代,,,1,,,,,1,,,,,ある国の王女の 愛がこめられた ペンダント,[],"[{""note"": null, ""text"": ""レアドロップ率1.1倍""}, {""note"": null, ""text"": ""転生モンスター出現率1.1倍""}, {""note"": null, ""text"": ""メタル系モンスター出現率1.1倍""}]","[{""note"": null, ""text"": ""コインボス「ドラゴン」を倒したときに手に入る竜のうろこの破片を300個で交換""}]",/storage/images/accessories/70-.webp,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-17.php,2026-03-12 12:59:34,2026-05-07 20:54:26
71,accessory_kubi_12,木彫りのロザリオ,きぼりのろざりお,Wood Carved Rosary,accessory,首アクセサリー,首,,,,,,,2,,,2,,,,2,死の寸前まれに HP1で生き残る 神聖な木彫り細工,"[""致死ダメージ時5%で生存""]","[""さいだいHP+1"", ""さいだいHP+2"", ""さいだいHP+3"", ""しゅび力+3"", ""しゅび力+4"", ""致死ダメージや即死効果時に生き残る確率+5%""]","[""小さなメダル15枚で交換""]",/storage/images/accessories/71-.webp,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-8.php,2026-03-12 12:59:36,2026-05-07 20:54:26
72,accessory_kubi_13,ラッキーペンダント,らっきーぺんだんと,Lucky Pendant,accessory,首アクセサリー,首,,,,,,,2,,,4,,,,,強さを低下させる さまざまな攻撃に 強くなる首かざり,"[""各弱体系耐性+10%""]","[""さいだいHP+1"", ""しゅび力+1"", ""しゅび力+2"", ""能力弱体系状態異常耐性+3%"", ""能力弱体系状態異常耐性+5%""]","[""おにこんぼうのレアドロ"", ""ズッキーニャのレアドロ"", ""ぶっちズキーニャのレアドロ"", ""ユキフルのレアドロ""]",/storage/images/accessories/72-.webp,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-6.php,2026-03-12 12:59:38,2026-05-07 20:54:26
73,accessory_kubi_14,ちからのペンダント,ちからのぺんだんと,Wrecklace,accessory,首アクセサリー,首,,,,,,5,,,,,,,,,攻撃力を高める 闘魂を込めた ルビーの首かざり,[],"[""さいだいHP+1"", ""さいだいHP+2"", ""こうげき力+1"", ""こうげき力+2""]","[""小さなメダル15枚で交換""]",/storage/images/accessories/73-.webp,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-7.php,2026-03-12 12:59:42,2026-05-07 20:54:26
74,accessory_kubi_15,命のネックレス,いのちのねっくれす,Block-It Locket,accessory,首アクセサリー,首,,,,,,,2,2,,2,,,,,最大HPが増え 戦闘後にHPを 少し回復,"[""戦闘勝利時にHPが3～7回復""]","[""さいだいHP+1"", ""さいだいHP+2"", ""さいだいHP+3"", ""しゅび力+1"", ""しゅび力+2"", ""戦闘勝利時にHP回復+2""]","[""小さなメダル20枚で交換""]",/storage/images/accessories/74-.webp,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-9.php,2026-03-12 12:59:45,2026-05-07 20:54:26
75,accessory_kubi_16,ちょうネクタイ,ちょうねくたい,Bow Tie,accessory,首アクセサリー,首,,,,,,,2,,,10,,,,,夜会などで 紳士が身につける しゃれたネクタイ,[],"[""しゅび力+1"", ""すばやさ+1"", ""きようさ+1"", ""おしゃれさ+1"", ""おしゃれさ+2"", ""おしゃれさ+3"", ""おしゃれさ+4"", ""おしゃれさ+5""]","[""ヴェリのアクセ屋5000G""]",/storage/images/accessories/75-.webp,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-10.php,2026-03-12 12:59:47,2026-05-07 20:54:26
76,accessory_kubi_17,きんのネックレス,きんのねっくれす,Gold Chain,accessory,首アクセサリー,首,,,,,,,2,3,,,,,,,HPが増える 金の鎖でできた 派手なネックレス,[],"[""さいだいHP+1"", ""しゅび力+1"", ""おもさ+1"", ""おもさ+2""]","[""ミミックのレアドロ"", ""わかめ王子のレアドロ"", ""ヴェリのアクセ屋5000G""]",/storage/images/accessories/76-.webp,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-11.php,2026-03-12 12:59:48,2026-05-07 20:54:26
77,accessory_kubi_18,ようせいの首かざり,ようせいのくびかざり,Papillon Pendant,accessory,首アクセサリー,首,,,,,,,2,2,2,5,,,,,HPとMPが増え MP吸収の攻撃に 強くなる首かざり,"[""MP吸収ガード+25%""]","[""しゅび力+1"", ""しゅび力+2"", ""MP吸収ガード+5%"", ""MP吸収ガード+10%""]","[""オリエンタシスのレアドロ"", ""サイクロプスのレアドロ""]",/storage/images/accessories/77-.webp,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-12.php,2026-03-12 12:59:50,2026-05-07 20:54:26
78,accessory_kubi_19,ハートのペンダント,はーとのぺんだんと,Heart Pendant,accessory,首アクセサリー,首,,,,,,,,2,,,,,,,HPが増える くじけない心が 宿る首かざり,[],"[""さいだいHP+1"", ""さいだいHP+2"", ""さいだいHP+3"", ""しゅび力+1"", ""しゅび力+2"", ""おしゃれさ+1"", ""おしゃれさ+2""]","[""ベホマスライムのレアドロ""]",/storage/images/accessories/78-.webp,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-13.php,2026-03-12 12:59:52,2026-05-07 20:54:26
79,accessory_kubi_20,まもりのペンダント,まもりのぺんだんと,Adamant Pendant,accessory,首アクセサリー,首,,,,,,,6,,,3,,,,,守備力を高める 祈りを込めた ルビーの首かざり,[],"[""さいだいHP+1"", ""さいだいHP+2"", ""しゅび力+1"", ""しゅび力+2"", ""しゅび力+3""]","[""小さなメダル20枚で交換""]",/storage/images/accessories/79-.webp,https://draquex.com/akuse/0-kubi.php,https://draquex.com/akuse/akuse-kubi-14.php,2026-03-12 12:59:55,2026-05-07 20:54:26
80,accessory_yubi_1,聖守護者のゆびわ,せいしゅごしゃのゆびわ,Sentinel's Ring,accessory,指アクセサリー,指,,,,,,,1,,,1,,,,,聖守護者の加護で 悪い効果から 守ってくれる指輪,[],"[""眠りガード+20％"", ""眠りガード+30％"", ""幻惑ガード+20％"", ""幻惑ガード+30％"", ""マヒガード+20％"", ""マヒガード+30％"", ""呪いガード+20％"", ""呪いガード+30％"", ""混乱ガード+20％"", ""混乱ガード+30％"", ""即死ガード+20％"", ""即死ガード+30％"", ""封印ガード+20％"", ""封印ガード+30％"", ""どくガード+20％"", ""どくガード+30％""]","[""○○水晶の羽根10個と交換""]",/storage/images/accessories/80-.webp,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-19.php,2026-03-12 13:00:42,2026-05-07 20:54:26
81,accessory_yubi_2,断罪のゆびわ,だんざいのゆびわ,Judgment Ring,accessory,指アクセサリー,指,,,,,,,,,,1,,,,,さまざまな効果を 付けて強化できる 天使の指輪,[],,"[""赤のラクリマは深淵の咎人たちのボス『厭悪のルベランギス』を倒すと手に入ります""]",/storage/images/accessories/81-.webp,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-21.php,2026-03-12 13:00:44,2026-05-07 20:54:26
82,accessory_yubi_3,幻界闘士のゆびわ,げんかいとうしのゆびわ,Phantom Fighter Ring,accessory,指アクセサリー,指,,第一世代,,,,6,,,,2,,,,,攻撃力を高め 攻撃力アップの 時間ものばす指輪,"[{""note"": null, ""text"": ""攻撃力アップの時間が5秒増加"", ""recommended"": false}]","[{""note"": null, ""text"": ""こうげき力アップの効果が3秒増加"", ""recommended"": false}, {""note"": null, ""text"": ""こうげき力アップの効果が4秒増加"", ""recommended"": false}, {""note"": null, ""text"": ""こうげき力アップの効果が5秒増加"", ""recommended"": true}, {""note"": null, ""text"": ""こうげき力+2"", ""recommended"": false}]","[{""note"": null, ""text"": ""幻界の四諸侯の討伐報酬""}, {""note"": null, ""text"": ""銀のフェザーチップ4枚""}, {""note"": null, ""text"": ""すごろくの報酬""}]",/storage/images/accessories/82-.webp,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-2.php,2026-03-12 13:00:46,2026-07-07 15:57:38
83,accessory_yubi_4,幻界導師のゆびわ,げんかいどうしのゆびわ,Phantom Priest Ring,accessory,指アクセサリー,指,,第一世代,,,,,,,,2,,,6,,攻撃魔力を高め 呪文威力アップの 時間ものばす指輪,"[{""note"": null, ""text"": ""呪文威力アップの時間が5秒増加"", ""recommended"": false}]","[{""note"": null, ""text"": ""呪文威力アップの効果が3秒増加"", ""recommended"": false}, {""note"": null, ""text"": ""呪文威力アップの効果が4秒増加"", ""recommended"": false}, {""note"": null, ""text"": ""呪文威力アップの効果が5秒増加"", ""recommended"": false}, {""note"": null, ""text"": ""こうげき魔力+2"", ""recommended"": false}]","[{""note"": null, ""text"": ""幻界の四諸侯の討伐報酬""}, {""note"": null, ""text"": ""銀のフェザーチップ4枚""}, {""note"": null, ""text"": ""すごろくの報酬""}]",/storage/images/accessories/83-.webp,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-3.php,2026-03-12 13:00:48,2026-07-07 16:00:24
84,accessory_yubi_5,武刃将軍のゆびわ,ぶじんしょうぐんのゆびわ,Warrior General Ring,accessory,指アクセサリー,指,82,第二世代,,,,10,,2,,,,,,,攻撃力系の さまざまな効果が 付与された指輪,"[{""note"": null, ""text"": ""攻撃力アップの時間が15秒増加"", ""recommended"": false}, {""note"": null, ""text"": ""行動時3.0%でバイシオン"", ""recommended"": false}]","[{""note"": null, ""text"": ""行動時1.0%でバイシオン"", ""recommended"": false}, {""note"": null, ""text"": ""行動時2.0%でバイシオン"", ""recommended"": false}, {""note"": null, ""text"": ""行動時3.0%でバイシオン"", ""recommended"": true}, {""note"": null, ""text"": ""さいだいHP+1"", ""recommended"": false}, {""note"": null, ""text"": ""さいだいHP+2"", ""recommended"": true}]","[{""note"": null, ""text"": ""スライムジェネラルの討伐報酬""}, {""note"": null, ""text"": ""銀のフェザーチップ12枚""}, {""note"": null, ""text"": ""アスフェルド光章2個(1回のみ)""}, {""note"": null, ""text"": ""アスフェルド大光章2個(1回のみ)""}]",/storage/images/accessories/84-.webp,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-4.php,2026-03-12 13:00:52,2026-07-07 15:59:53
85,accessory_yubi_6,魔導将軍のゆびわ,まどうしょうぐんのゆびわ,Mage General Ring,accessory,指アクセサリー,指,83,第二世代,,,,,,2,,,,,10,,攻撃魔力系の さまざまな効果が 付与された指輪,"[{""note"": null, ""text"": ""呪文威力アップの時間が15秒増加"", ""recommended"": false}, {""note"": null, ""text"": ""行動時3.0%で早詠みの杖"", ""recommended"": false}]","[{""note"": null, ""text"": ""行動時1.0%で早詠みの杖"", ""recommended"": false}, {""note"": null, ""text"": ""行動時2.0%で早詠みの杖"", ""recommended"": false}, {""note"": null, ""text"": ""行動時3.0%で早詠みの杖"", ""recommended"": true}, {""note"": null, ""text"": ""さいだいHP+1"", ""recommended"": false}, {""note"": null, ""text"": ""さいだいHP+2"", ""recommended"": true}]","[{""note"": null, ""text"": ""スライムジェネラルの討伐報酬""}, {""note"": null, ""text"": ""銀のフェザーチップ12枚""}, {""note"": null, ""text"": ""アスフェルド光章2個(1回のみ)""}, {""note"": null, ""text"": ""アスフェルド大光章2個(1回のみ)""}]",/storage/images/accessories/85-.webp,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-5.php,2026-03-12 13:00:54,2026-07-07 16:00:32
86,accessory_yubi_7,軍神のゆびわ,ぐんしんのゆびわ,War Hero's Ring,accessory,指アクセサリー,指,84,第三世代,,,,12,,8,,,,,,,攻撃力系の さまざまな効果が 付与された指輪,"[{""note"": null, ""text"": ""攻撃力アップの時間が20秒増加"", ""recommended"": false}, {""note"": null, ""text"": ""行動時12%でバイシオン"", ""recommended"": false}]","[{""note"": null, ""text"": ""死亡時5%で攻撃力上昇が残る"", ""recommended"": false}, {""note"": null, ""text"": ""死亡時8%で攻撃力上昇が残る"", ""recommended"": false}, {""note"": null, ""text"": ""死亡時10%で攻撃力上昇が残る"", ""recommended"": true}, {""note"": null, ""text"": ""開戦時60%でバイシオン"", ""recommended"": false}, {""note"": null, ""text"": ""開戦時80%でバイシオン"", ""recommended"": false}, {""note"": null, ""text"": ""開戦時100%でバイシオン"", ""recommended"": true}]","[{""note"": null, ""text"": ""コインボス「タイムマスター」の討伐報酬""}]",/storage/images/accessories/86-.webp,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-22.php,2026-03-12 13:00:56,2026-07-07 16:00:10
87,accessory_yubi_8,神智のゆびわ,しんちのゆびわ,Ring of Omnipotence,accessory,指アクセサリー,指,85,第三世代,,,,,,8,,,,,12,,攻撃魔力系の さまざまな効果が 付与された指輪,"[{""note"": null, ""text"": ""呪文威力アップの時間が20秒増加"", ""recommended"": false}, {""note"": null, ""text"": ""行動時12%で早詠みの杖"", ""recommended"": false}]","[{""note"": null, ""text"": ""死亡時5%で呪文威力上昇が残る"", ""recommended"": false}, {""note"": null, ""text"": ""死亡時8%で呪文威力上昇が残る"", ""recommended"": false}, {""note"": null, ""text"": ""死亡時10%で呪文威力上昇が残る"", ""recommended"": true}, {""note"": null, ""text"": ""死亡時5%で詠唱時間短縮が残る"", ""recommended"": false}, {""note"": null, ""text"": ""死亡時8%で詠唱時間短縮が残る"", ""recommended"": false}, {""note"": null, ""text"": ""死亡時10%で詠唱時間短縮が残る"", ""recommended"": true}, {""note"": null, ""text"": ""開戦時60%で早詠みの杖"", ""recommended"": false}, {""note"": null, ""text"": ""開戦時80%で早詠みの杖"", ""recommended"": false}, {""note"": null, ""text"": ""開戦時100%で早詠みの杖"", ""recommended"": true}]","[{""note"": null, ""text"": ""コインボス「タイムマスター」の討伐報酬""}]",/storage/images/accessories/87-.webp,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-23.php,2026-03-12 13:00:58,2026-07-07 16:00:58
88,accessory_yubi_9,ひらめきのゆびわ,ひらめきのゆびわ,Sorcerer's Stone,accessory,指アクセサリー,指,,,,,,,2,,2,4,,,,,最大MPが増え 戦闘後にMPを ちょっぴり回復,"[""戦闘勝利時にMPが1～3回復""]","[""戦闘勝利時にMP回復+1"", ""さいだいMP+1"", ""さいだいMP+2"", ""さいだいMP+3"", ""さいだいMP+4""]","[""小さなメダル30枚で交換""]",/storage/images/accessories/88-.webp,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-17.php,2026-03-12 13:01:00,2026-05-07 20:54:26
89,accessory_yubi_10,ソーサリーリング,そーさりーりんぐ,Sorcerer's Ring,accessory,指アクセサリー,指,,第一世代,,,,,2,,5,5,,,,,最大MPが増え 戦闘後にMPを 少し回復する指輪,"[{""note"": null, ""text"": ""戦闘勝利時にMPが3～5回復""}]","[{""note"": null, ""text"": ""戦闘勝利時にMP回復+1""}, {""note"": null, ""text"": ""さいだいMP+2""}, {""note"": null, ""text"": ""さいだいMP+3""}, {""note"": null, ""text"": ""さいだいMP+4""}]","[{""note"": null, ""text"": ""バズズの討伐報酬""}, {""note"": null, ""text"": ""銀のフェザーチップ4枚""}, {""note"": null, ""text"": ""すごろくの報酬""}]",/storage/images/accessories/89-.webp,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-1.php,2026-03-12 13:01:03,2026-05-07 20:54:26
90,accessory_yubi_11,ちからのゆびわ,ちからのゆびわ,Strength Ring,accessory,指アクセサリー,指,,,,,,2,2,,,2,,,,,攻撃力を高める 闘気の宿った 不思議な指輪,[],"[""こうげき力+1"", ""こうげき力+2"", ""こうげき力+3"", ""さいだいHP+1"", ""さいだいHP+2""]","[""じごくのドアボーイのレアドロ"", ""とうぞくこぞうのレアドロ"", ""トロルキングのレアドロ"", ""ボストロールのレアドロ""]",/storage/images/accessories/90-.webp,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-6.php,2026-03-12 13:01:05,2026-05-07 20:54:26
91,accessory_yubi_12,聖印のゆびわ,せいいんのゆびわ,Endure Ring,accessory,指アクセサリー,指,,,,,,,2,,,5,,,,,死の攻撃に強い 聖なるチカラを 宿した指輪,"[""即死ガード+50%""]","[""即死ガード+5%"", ""即死ガード+10%"", ""しゅび力+1"", ""しゅび力+2""]","[""しにがみきぞく・強のレアドロ"", ""シャドーノーブルのレアドロ"", ""ゼブラマンティスのレアドロ"", ""ツンドラキーのレアドロ"", ""とこよアゲハのレアドロ"", ""銀のフェザーチップ2枚"", ""すごろくの報酬""]",/storage/images/accessories/91-.webp,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-7.php,2026-03-12 13:01:07,2026-05-07 20:54:26
92,accessory_yubi_13,はくあいのゆびわ,はくあいのゆびわ,Care Ring,accessory,指アクセサリー,指,,,,,,,2,,5,5,,,,,最大MPが増え 特技封じや 魔封じに強い指輪,"[""封印ガード+50%""]","[""封印ガード+5%"", ""封印ガード+10%"", ""しゅび力+1"", ""しゅび力+2""]","[""キングエレファントのレアドロ"", ""スマイルリザードのレアドロ"", ""リトルライバーンのレアドロ"", ""銀のフェザーチップ2枚"", ""すごろくの報酬""]",/storage/images/accessories/92-.webp,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-8.php,2026-03-12 13:01:10,2026-05-07 20:54:26
93,accessory_yubi_14,めざましリング,めざましりんぐ,Rousing Ring,accessory,指アクセサリー,指,,,,,,,2,,,3,,,,,ねむりの攻撃に 強くなる 不思議な指輪,"[""眠りガード+50%""]","[""眠りガード+5%"", ""眠りガード+10%"", ""しゅび力+1"", ""しゅび力+2""]","[""おばけキノコのレアドロ"", ""ゴールデンコーンのレアドロ"", ""サンダーフロッグのレアドロ"", ""デスマーキュリーのレアドロ"", ""銀のフェザーチップ2枚"", ""すごろくの報酬""]",/storage/images/accessories/93-.webp,https://draquex.com/akuse/0-yubi.php,https://draquex.com/akuse/akuse-yubi-9.php,2026-03-12 13:01:12,2026-05-07 20:54:26
