id,item_id,item_name,item_name_en,group_id,group_name,group_kind,equipment_type_id,fabric_type,effects_json,max_hp,max_mp,attack,defense,charm,agility,dexterity,magic_attack,healing_power,job_override_mode,craft_level,equip_level,recipe_book,recipe_place,description,slot,slot_grid_type,slot_grid_cols,materials_json,slot_grid_json,source_url,detail_url,default_price,weight,created_at,updated_at
499,fan_90,孔雀姫のおうぎ,"Peacock Princess Fan",,,,13,,"[""攻撃時10%で魔導の書"", ""MP消費しない率+4.0%""]",,,108,,33,47,,,50,inherit,41,90,果ての泉の孔雀姫,聖都エジャルナのレシピ屋30000G,敵を悪い効果にかかりやすくする孔雀の羽扇,扇,扇,2,"[{""count"": 5, ""item_id"": 626}, {""count"": 30, ""item_id"": 548}, {""count"": 30, ""item_id"": 760}, {""count"": 30, ""item_id"": 559}, {""count"": 5, ""item_id"": 610}]","[[""181"", ""218""], [""181"", ""218""]]",https://draquex.com/buki/0-ougi.php,https://draquex.com/buki/ougi-90-1.php,,3,"2026-03-12 00:55:20","2026-07-23 15:19:02"
500,fan_85,ラヴィアンローズ,"Rose Spectaculars",,,,13,,"[""呪文発動速度+4%"", ""開戦時10%でチャージ時間-10秒""]",,,103,,26,42,,,,inherit,40,85,バラ色の生き方,真グランゼドーラ王国のレシピ屋30000G,呪文の発動を速めチャージ時間が時々短縮される扇,扇,扇,2,"[{""count"": 3, ""item_id"": 626}, {""count"": 20, ""item_id"": 666}, {""count"": 10, ""item_id"": 696}, {""count"": 1, ""item_id"": 761}, {""count"": 5, ""item_id"": 610}]","[[""160"", ""218""], [""218"", ""160""]]",https://draquex.com/buki/0-ougi.php,https://draquex.com/buki/ougi-85-1.php,,3,"2026-03-12 00:55:23","2026-07-23 15:19:02"
501,fan_80,ハルジオン,Fleabane,,,,13,,"[""MP消費しない率+4.0%""]",,,97,,22,42,,,40,inherit,39,80,詩集・追想の愛,真グランゼドーラ王国のレシピ屋20000G,回復魔力を高め魔力消費を抑えるたおやかな花扇,扇,扇,2,"[{""count"": 15, ""item_id"": 839}, {""count"": 30, ""item_id"": 773}, {""count"": 5, ""item_id"": 696}, {""count"": 1, ""item_id"": 761}, {""count"": 10, ""item_id"": 610}]","[[""175"", ""175""], [""175"", ""175""]]",https://draquex.com/buki/0-ougi.php,https://draquex.com/buki/ougi-80-2.php,,3,"2026-03-12 00:55:26","2026-07-23 15:19:02"
502,fan_80_2,青嵐のおうぎ,"Tempest Fan",,,,13,,"[""雷属性攻撃"", ""風属性攻撃""]",,,93,,20,42,,,,inherit,38,80,青嵐のおうぎ絵巻,真グランゼドーラ王国のレシピ屋20000G,雷と風のチカラが宿った華麗な扇,扇,扇,2,"[{""count"": 15, ""item_id"": 839}, {""count"": 20, ""item_id"": 674}, {""count"": 5, ""item_id"": 554}, {""count"": 1, ""item_id"": 761}, {""count"": 10, ""item_id"": 610}]","[[""170"", ""193""], [""153"", ""170""]]",https://draquex.com/buki/0-ougi.php,https://draquex.com/buki/ougi-80-1.php,,4,"2026-03-12 00:55:29","2026-07-23 15:19:02"
503,fan_75,カレイドスコープ,Kaleidoscope,,,,13,,"[""戦闘勝利時にMPが1回復""]",,,90,,20,40,,,,inherit,37,75,カレイドスコープレシピ,真グランゼドーラ王国のレシピ屋20000G,戦闘後にMPがすこし回復する夢幻のおうぎ,扇,扇,2,"[{""count"": 10, ""item_id"": 839}, {""count"": 5, ""item_id"": 762}, {""count"": 10, ""item_id"": 760}, {""count"": 1, ""item_id"": 761}, {""count"": 10, ""item_id"": 610}]","[[""170"", ""192""], [""157"", ""157""]]",https://draquex.com/buki/0-ougi.php,https://draquex.com/buki/ougi-75-1.php,,4,"2026-03-12 00:55:32","2026-07-23 15:19:02"
504,fan_70,聖王のおうぎ,"Dryspell Fan",,,,13,,"[""水系にダメージ+10%""]",,,86,,18,40,,,,inherit,36,70,聖王のおうぎの壁画,偽グランゼドーラ王国のレシピ屋20000G,聖なる力を秘めた水系の敵を打ち倒す扇,扇,扇,2,"[{""count"": 5, ""item_id"": 839}, {""count"": 1, ""item_id"": 568}, {""count"": 10, ""item_id"": 667}, {""count"": 1, ""item_id"": 761}, {""count"": 5, ""item_id"": 610}]","[[""153"", ""153""], [""185"", ""185""]]",https://draquex.com/buki/0-ougi.php,https://draquex.com/buki/ougi-70-1.php,,4,"2026-03-12 00:55:34","2026-07-23 15:19:02"
505,fan_65,風林火山,Attribeauty,,,,13,,"[""攻撃時10%でテンション下げ"", ""メタル系に+1ダメージ""]",,,81,,15,38,,,,inherit,35,65,風林火山の書,王都カミハルムイ北・木工ギルドのレシピ屋10000G,メタル系に強く敵の士気も下げる威厳ある軍配,扇,扇,2,"[{""count"": 30, ""item_id"": 549}, {""count"": 5, ""item_id"": 835}, {""count"": 10, ""item_id"": 863}, {""count"": 1, ""item_id"": 552}, {""count"": 10, ""item_id"": 610}]","[[""143"", ""143""], [""190"", ""190""]]",https://draquex.com/buki/0-ougi.php,https://draquex.com/buki/ougi-65-1.php,,4,"2026-03-12 00:55:36","2026-07-23 15:19:02"
506,fan_60,天下泰平,"Fan of Peace",,,,13,,"[""開戦時5%でためる""]",,,67,,17,36,,,,inherit,33,60,天下泰平の書,王都カミハルムイ北・木工ギルドのレシピ屋10000G,開戦時たまにテンションが上がるめでたいおうぎ,扇,扇,2,"[{""count"": 15, ""item_id"": 825}, {""count"": 30, ""item_id"": 559}, {""count"": 1, ""item_id"": 552}, {""count"": 12, ""item_id"": 610}]","[[""142"", ""142""], [""142"", ""142""]]",https://draquex.com/buki/0-ougi.php,https://draquex.com/buki/ougi-60-1.php,,4,"2026-03-12 00:55:39","2026-07-23 15:19:02"
507,fan_60_2,ひっさつのおうぎ,"Critical Fan",,,,13,,"[""開戦時3%で必殺チャージ""]",,,76,,15,36,,,,inherit,34,60,ひっさつのおうぎの本,王都カミハルムイ北・木工ギルドのレシピ屋10000G,開戦時まれに必殺チャージする勇猛なおうぎ,扇,扇,2,"[{""count"": 15, ""item_id"": 549}, {""count"": 4, ""item_id"": 611}, {""count"": 1, ""item_id"": 782}, {""count"": 12, ""item_id"": 610}]","[[""150"", ""150""], [""220"", ""184""]]",https://draquex.com/buki/0-ougi.php,https://draquex.com/buki/ougi-60-2.php,,8,"2026-03-12 00:55:41","2026-07-23 15:19:02"
508,fan_50,たいようのおうぎ,"Solar Fan",,,,13,,"[""植物系を攻撃時3%で魅了""]",,,61,,13,33,,,,inherit,30,50,太陽のおうぎのレシピ,王都カミハルムイ北・木工ギルドのレシピ屋10000G,まばゆい太陽が植物系を魅了する神秘的なおうぎ,扇,扇,2,"[{""count"": 10, ""item_id"": 628}, {""count"": 30, ""item_id"": 863}, {""count"": 1, ""item_id"": 880}, {""count"": 10, ""item_id"": 610}]","[[""126"", ""126""], [""148"", ""148""]]",https://draquex.com/buki/0-ougi.php,https://draquex.com/buki/ougi-50-1.php,,4,"2026-03-12 00:55:44","2026-07-23 15:19:02"
509,fan_50_2,ばしょうせん,"Frond Fan",,,,13,,"[""風属性攻撃"", ""戦いで使うと風で敵を切り裂く""]",,,64,,10,34,,,,inherit,31,50,ばしょうせんの本,王都カミハルムイ北・木工ギルドのレシピ屋10000G,戦闘中に使うと風で敵を切り裂く名高いおうぎ,扇,扇,2,"[{""count"": 12, ""item_id"": 628}, {""count"": 1, ""item_id"": 611}, {""count"": 1, ""item_id"": 782}, {""count"": 10, ""item_id"": 610}]","[[""114"", ""114""], [""152"", ""152""]]",https://draquex.com/buki/0-ougi.php,https://draquex.com/buki/ougi-50-2.php,,2,"2026-03-12 00:55:48","2026-07-23 15:19:02"
510,fan_42,ましょうのおうぎ,"Devilish Fan",,,,13,,"[""試合時のみダメージ+15%""]",,,46,,8,25,,,,inherit,26,42,ましょうのおうぎの本,カミハルムイ城C-7研究室の本棚,コロシアムで威力を発揮する異形のおうぎ,扇,扇,2,"[{""count"": 4, ""item_id"": 628}, {""count"": 3, ""item_id"": 549}, {""count"": 3, ""item_id"": 627}, {""count"": 4, ""item_id"": 610}]","[[""102"", ""121""], [""121"", ""102""]]",https://draquex.com/buki/0-ougi.php,https://draquex.com/buki/ougi-42-1.php,,5,"2026-03-12 00:55:50","2026-07-23 15:19:02"
511,fan_42_2,月のおうぎ,"Lunar Fan",,,,13,,"[""攻撃時2%でマヒ""]",,,49,,10,25,,,,inherit,28,42,月のおうぎのレシピ,王都カミハルムイ北・木工ギルドのレシピ屋3000G,かがやく月光で敵をマヒさせる神秘的なおうぎ,扇,扇,2,"[{""count"": 6, ""item_id"": 628}, {""count"": 1, ""item_id"": 230}, {""count"": 1, ""item_id"": 551}, {""count"": 6, ""item_id"": 610}]","[[""97"", ""97""], [""118"", ""118""]]",https://draquex.com/buki/0-ougi.php,https://draquex.com/buki/ougi-42-2.php,,3,"2026-03-12 00:55:53","2026-07-23 15:19:02"
512,fan_42_3,レインボーファン,"Rainbow Fan",,,,13,,"[""攻撃時3%で幻惑""]",,,52,,13,25,,,,inherit,30,42,レインボーファンの本,メギストリスの都のレシピ屋10000G,斬りつけた敵を幻惑させるあざやかなおうぎ,扇,扇,2,"[{""count"": 4, ""item_id"": 628}, {""count"": 1, ""item_id"": 760}, {""count"": 1, ""item_id"": 781}, {""count"": 8, ""item_id"": 610}]","[[""107"", ""107""], [""123"", ""123""]]",https://draquex.com/buki/0-ougi.php,https://draquex.com/buki/ougi-42-3.php,,3,"2026-03-12 00:55:55","2026-07-23 15:19:02"
513,fan_35,星のおうぎ,"Stellar Fan",,,,13,,"[""攻撃時2%で混乱""]",,,39,,7,18,,,,inherit,21,35,星のおうぎのレシピ,バザーのみえんまのつかいがドロップする,きらめく星が敵を混乱させる神秘的なおうぎ,扇,扇,2,"[{""count"": 1, ""item_id"": 675}, {""count"": 1, ""item_id"": 821}, {""count"": 1, ""item_id"": 859}]","[[""75"", ""75""], [""91"", ""91""]]",https://draquex.com/buki/0-ougi.php,https://draquex.com/buki/ougi-35-2.php,,2,"2026-03-12 00:55:57","2026-07-23 15:19:02"
514,fan_35_2,マジックファン,"Magic Fan",,,,13,,"[""-""]",,8,43,,6,18,,,,inherit,24,35,マジックファンの本,バザーのみヘルカッチャがドロップする,装備すると最大MPが増える魔法のおうぎ,扇,扇,2,"[{""count"": 1, ""item_id"": 675}, {""count"": 1, ""item_id"": 840}, {""count"": 1, ""item_id"": 638}]","[[""90"", ""90""], [""114"", ""114""]]",https://draquex.com/buki/0-ougi.php,https://draquex.com/buki/ougi-35-3.php,,4,"2026-03-12 00:55:59","2026-07-23 15:19:02"
515,fan_35_3,へびのおうぎ,"Cobra Fan",,,,13,,"[""雷属性攻撃""]",,,35,,7,18,,,,inherit,18,35,へびのおうぎの本,カミハルムイ城C-7研究室の本棚,雷のチカラを宿すへびの絵が描かれたおうぎ,扇,扇,,"[{""count"": 1, ""item_id"": 675}, {""count"": 1, ""item_id"": 719}, {""count"": 1, ""item_id"": 859}]","[[""78"", ""78""], [""90"", ""90""]]",https://draquex.com/buki/0-ougi.php,https://draquex.com/buki/ougi-35-1.php,,2,"2026-03-12 00:56:02","2026-07-23 15:19:02"
516,fan_28,くじゃくのおうぎ,"Peacock Fan",,,,13,,"[""試合時のみダメージ+10%""]",,,32,,7,14,,,,inherit,17,28,くじゃくの巻き物,バザーのみバサラーナがドロップする,コロシアムで威力を発揮する華やかなおうぎ,扇,扇,2,"[{""count"": 1, ""item_id"": 675}, {""count"": 1, ""item_id"": 683}, {""count"": 1, ""item_id"": 784}]","[[""53"", ""53""], [""86"", ""86""]]",https://draquex.com/buki/0-ougi.php,https://draquex.com/buki/ougi-28-2.php,,2,"2026-03-12 00:56:05","2026-07-23 15:19:02"
517,fan_28_2,ネコのおうぎ,"Feline Fan",,,,13,,"[""氷属性攻撃""]",,,28,,6,14,,,,inherit,15,28,楽しい扇の作り方,王都カミハルムイ北・木工ギルドのレシピ屋30G,氷のチカラを宿すネコの絵が描かれたおうぎ,扇,扇,2,"[{""count"": 1, ""item_id"": 675}, {""count"": 1, ""item_id"": 767}, {""count"": 1, ""item_id"": 652}]","[[""60"", ""60""], [""71"", ""71""]]",https://draquex.com/buki/0-ougi.php,https://draquex.com/buki/ougi-28-1.php,,2,"2026-03-12 00:56:07","2026-07-23 15:19:02"
518,fan_21,ナナホシのおうぎ,"Seven Star Fan",,,,13,,"[""虫系にダメージ+10%""]",,,25,,4,11,,,,inherit,13,21,ナナホシのおうぎの書,バザーのみかっちゅうアリがドロップする,虫系に強いおてんとうさまの加護が宿るおうぎ,扇,扇,,"[{""count"": 1, ""item_id"": 694}, {""count"": 1, ""item_id"": 728}]","[[""55"", ""55""], [""66"", ""66""]]",https://draquex.com/buki/0-ougi.php,https://draquex.com/buki/ougi-21-2.php,,2,"2026-03-12 00:56:09","2026-07-23 15:19:02"
519,fan_21_2,トリのおうぎ,"Fowl Fan",,,,13,,"[""炎属性攻撃""]",,,21,,5,11,,,,inherit,11,21,楽しい扇の作り方,王都カミハルムイ北・木工ギルドのレシピ屋30G,炎のチカラを宿すトリの絵が描かれたおうぎ,扇,扇,2,"[{""count"": 1, ""item_id"": 694}, {""count"": 1, ""item_id"": 863}]","[[""49"", ""49""], [""60"", ""60""]]",https://draquex.com/buki/0-ougi.php,https://draquex.com/buki/ougi-21-1.php,,2,"2026-03-12 00:56:12","2026-07-23 15:19:02"
520,fan_14,カメのおうぎ,"Tortoiseshell Fan",,,,13,,"[""土属性攻撃""]",,,18,,3,7,,,,inherit,9,14,楽しい扇の作り方,王都カミハルムイ北・木工ギルドのレシピ屋30G,土のチカラを宿すカメの絵が描かれたおうぎ,扇,扇,2,"[{""count"": 1, ""item_id"": 694}, {""count"": 1, ""item_id"": 719}]","[[""44"", ""44""], [""55"", ""55""]]",https://draquex.com/buki/0-ougi.php,https://draquex.com/buki/ougi-14-2.php,,1,"2026-03-12 00:56:14","2026-07-23 15:19:02"
521,fan_14_2,てつのおうぎ,"Iron Fan",,,,13,,"[""試合時のみダメージ+5%""]",,,14,,3,7,,,,inherit,8,14,楽しい扇の作り方,王都カミハルムイ北・木工ギルドのレシピ屋30G,コロシアムで威力を発揮する鉄製のおうぎ,扇,扇,2,"[{""count"": 1, ""item_id"": 694}, {""count"": 1, ""item_id"": 732}]","[[""38"", ""38""], [""49"", ""49""]]",https://draquex.com/buki/0-ougi.php,https://draquex.com/buki/ougi-14-1.php,,3,"2026-03-12 00:56:17","2026-07-23 15:19:02"
522,fan_7,はねおうぎ,"Feather Fan",,,,13,,"[""-""]",,,7,,2,4,,,,inherit,4,7,楽しい扇の作り方,王都カミハルムイ北・木工ギルドのレシピ屋30G,トリの羽根でかざりたてた派手なおうぎ,扇,扇,2,"[{""count"": 1, ""item_id"": 859}, {""count"": 1, ""item_id"": 728}]","[[""25"", ""25""], [""40"", ""40""]]",https://draquex.com/buki/0-ougi.php,https://draquex.com/buki/ougi-7-1.php,,2,"2026-03-12 00:56:20","2026-07-23 15:19:02"
523,fan_7_2,バトルファン,"War Fan",,,,13,,"[""-""]",,,11,,2,4,,,,inherit,6,7,楽しい扇の作り方,王都カミハルムイ北・木工ギルドのレシピ屋30G,戦闘用に作られたギザギサのおうぎ,扇,扇,2,"[{""count"": 1, ""item_id"": 859}, {""count"": 1, ""item_id"": 732}]","[[""44"", ""44""], [""33"", ""33""]]",https://draquex.com/buki/0-ougi.php,https://draquex.com/buki/ougi-7-2.php,,2,"2026-03-12 00:56:23","2026-07-23 15:19:02"
524,fan_1,白木のおうぎ,"Wooden Fan",,,,13,,"[""-""]",,,4,,1,1,,,,inherit,2,1,はじめての木工術,王都カミハルムイ北・木工ギルドのレシピ屋10G,武術の初心者がよく使っている質素なおうぎ,扇,扇,2,"[{""count"": 1, ""item_id"": 859}]","[[""30"", ""30""], [""30"", ""30""]]",https://draquex.com/buki/0-ougi.php,https://draquex.com/buki/ougi-1-1.php,,1,"2026-03-12 00:56:25","2026-07-23 15:19:02"
525,fan_1_2,七夕のおうぎ,"Festival Fan",,,,13,,"[""-""]",,,,,,,,,,inherit,11,1,祭具・七夕のおうぎ絵巻,以前のイベントで販売され、今はバザーのみ,晴れ呼びの儀に欠かせない霊力が宿るおうぎ,扇,,,"[{""count"": 4, ""item_id"": 653}, {""count"": 12, ""item_id"": 775}]",,https://draquex.com/buki/0-ougi.php,https://draquex.com/buki/ougi-1-2.php,,,"2026-03-12 00:56:27","2026-07-23 15:19:02"
526,bow_132,ニンフの妖弓,"Sylphid Shooter",,,,14,,"[""かいしん率+2.0%"", ""攻撃時10%でルカニとぶきみなひかり""]",,,316,,11,,,110,110,inherit,75,132,あやかし妖精物語,はじまりの地のレシピ屋クツツ1000000G,"呪文耐性を下げ 守りを崩す 会心率も上がる弓",弓,弓,2,"[{""count"": 30, ""item_id"": 618}, {""count"": 5, ""item_id"": 700}, {""count"": 6, ""item_id"": 695}, {""count"": 30, ""item_id"": 591}, {""count"": 9, ""item_id"": 726}]","[[""140"", ""210""], [""190"", """"], [""140"", ""210""]]",https://draquex.com/buki/0-yumi.php,https://draquex.com/buki/yumi-132-1.php,,15,"2026-03-12 00:56:34","2026-07-23 15:19:02"
527,bow_130,フルムの弓,Starshooter,,,,14,,"[""全ての属性攻撃ダメージ+3.0%"", ""呪文と特技の効果範囲+1.0m""]",,,306,,11,,,105,105,inherit,75,130,レシピ入手方法,神都フォーリオンのレシピ屋1000000G,"属性ダメージ増え 呪文と特技の範囲 まで広げる弓",弓,弓,2,"[{""count"": 30, ""item_id"": 618}, {""count"": 3, ""item_id"": 744}, {""count"": 4, ""item_id"": 771}, {""count"": 1, ""item_id"": 583}, {""count"": 8, ""item_id"": 726}]","[[""150"", ""255""], [""220"", """"], [""150"", ""255""]]",https://draquex.com/buki/0-yumi.php,https://draquex.com/buki/yumi-130-1.php,,15,"2026-03-12 00:56:37","2026-07-23 15:19:02"
528,bow_128,光陰如箭,"Time Flies",,,,14,,"[""攻撃時8.0%で光と闇耐性低下"", ""行動時10%で早詠みの杖""]",,,296,,11,,,100,100,inherit,65,128,レシピ入手方法,神都フォーリオンのレシピ屋1000000G,"攻撃時たまに 光と闇の耐性下げ 早詠み発動する弓",弓,弓,,"[{""count"": 30, ""item_id"": 618}, {""count"": 6, ""item_id"": 687}, {""count"": 12, ""item_id"": 730}, {""count"": 30, ""item_id"": 821}, {""count"": 1, ""item_id"": 726}]","[[""250"", ""195""], [""155"", """"], [""265"", ""185""]]",https://draquex.com/buki/0-yumi.php,https://draquex.com/buki/yumi-128-1.php,,15,"2026-03-12 00:56:40","2026-07-23 15:19:02"
529,bow_125,パピルサグの弓,"Pabilsag's Bow",,,,14,,"[""特技のダメージ+20"", ""全ての光攻撃ダメージ+5.0%""]",,,286,,11,,,95,95,inherit,75,125,星座の導き・いて座,神都フォーリオンのレシピ屋1000000G,"特技ダメージ増え 光属性の攻撃の 威力も上がる弓",弓,弓,2,"[{""count"": 30, ""item_id"": 618}, {""count"": 3, ""item_id"": 687}, {""count"": 20, ""item_id"": 628}, {""count"": 8, ""item_id"": 531}, {""count"": 8, ""item_id"": 726}]","[[""180"", ""225""], [""200"", """"], [""180"", ""225""]]",https://draquex.com/buki/0-yumi.php,https://draquex.com/buki/yumi-125-1.php,,15,"2026-03-12 00:56:42","2026-07-23 15:19:02"
530,bow_120,セーラスショット,"Selas Shot",,,,14,,"[""怪人系にダメージ+15％"", ""状態異常系の成功率+10.0％""]",,,273,,11,,,90,90,inherit,70,120,神光放つ弓の書,神都フォーリオンのレシピ屋1000000G,"怪人系に強く 状態異常成功率も 上げる弓",弓,弓,2,"[{""count"": 30, ""item_id"": 737}, {""count"": 5, ""item_id"": 798}, {""count"": 30, ""item_id"": 781}, {""count"": 1, ""item_id"": 583}, {""count"": 8, ""item_id"": 726}]","[[""150"", ""190""], [""190"", """"], [""150"", ""190""]]",https://draquex.com/buki/0-yumi.php,https://draquex.com/buki/yumi-120-1.php,,15,"2026-03-12 00:56:48","2026-07-23 15:19:02"
531,bow_118,ムーンシューター,"Moon Shooter",,,,14,,"[""必殺チャージ率+1%"", ""必殺チャージ時早詠みの杖""]",,,257,,11,,,85,85,inherit,70,118,月の射手,神都フォーリオンのレシピ屋1000000G,"必殺技が出やすく 早詠みの杖も 発動する弓",弓,弓,2,"[{""count"": 30, ""item_id"": 737}, {""count"": 3, ""item_id"": 550}, {""count"": 10, ""item_id"": 230}, {""count"": 1, ""item_id"": 583}, {""count"": 7, ""item_id"": 726}]","[[""140"", ""190""], [""190"", """"], [""140"", ""190""]]",https://draquex.com/buki/0-yumi.php,https://draquex.com/buki/yumi-118-1.php,,15,"2026-03-12 00:56:54","2026-07-23 15:19:02"
532,bow_115,輝天の弓,"Sky Bow",,,,14,,"[""攻撃時8.0%で光耐性低下"", ""攻撃時8.0%で闇耐性低下""]",,,241,,11,,,80,80,inherit,65,115,光と闇の弓,砂の都ファラザードのレシピ屋1000000G,攻撃時たまに光と闇の耐性を下げる弓,弓,弓,,"[{""count"": 10, ""item_id"": 737}, {""count"": 5, ""item_id"": 831}, {""count"": 5, ""item_id"": 610}, {""count"": 3, ""item_id"": 550}, {""count"": 20, ""item_id"": 554}]","[[""150"", ""170""], [""250"", null], [""150"", ""170""]]",https://draquex.com/buki/0-yumi.php,https://draquex.com/buki/yumi-115-1.php,,15,"2026-03-12 00:56:57","2026-07-23 15:19:02"
533,bow_110,シェキナーの弓,"Shekhinah Bow",,,,14,,"[""特技のダメージ+20"", ""全ての光攻撃ダメージ+5.0%""]",,,225,,11,,,75,75,inherit,65,110,シェキナーの光,砂の都ファラザードのレシピ屋50000G,特技で与えるダメージが増える光の弓,弓,弓,,"[{""count"": 10, ""item_id"": 831}, {""count"": 2, ""item_id"": 687}, {""count"": 5, ""item_id"": 555}, {""count"": 30, ""item_id"": 784}, {""count"": 5, ""item_id"": 610}]","[[""100"", ""180""], [""300"", """"], [""100"", ""180""]]",https://draquex.com/buki/0-yumi.php,https://draquex.com/buki/yumi-110-1.php,,15,"2026-03-12 00:56:59","2026-07-23 15:19:02"
534,bow_108,緋赤鳥の弓,"Red Bird Bow",,,,14,,"[""呪文発動速度+5%"", ""攻撃時5%でルカニ""]",,,211,,11,,,70,70,inherit,65,108,緋赤鳥の翼,王都キィンベルのレシピ屋50000G,呪文発動が速まり攻撃時ルカニがたまに発動する弓,弓,弓,,"[{""count"": 10, ""item_id"": 831}, {""count"": 2, ""item_id"": 711}, {""count"": 10, ""item_id"": 626}, {""count"": 30, ""item_id"": 839}, {""count"": 5, ""item_id"": 610}]","[[""165"", ""250""], [""120"", """"], [""165"", ""200""]]",https://draquex.com/buki/0-yumi.php,https://draquex.com/buki/yumi-108-1.php,,15,"2026-03-12 00:57:02","2026-07-23 15:19:02"
535,bow_105,威光弓,"Luminescent Bow",,,,14,,"[""攻撃時8.0%で光耐性低下""]",,,199,,11,,,65,65,inherit,60,105,弓神様のご威光,王都キィンベルのレシピ屋50000G,攻撃時たまに光耐性を下げる威厳に満ちた弓,弓,弓,2,"[{""count"": 10, ""item_id"": 831}, {""count"": 2, ""item_id"": 687}, {""count"": 5, ""item_id"": 656}, {""count"": 20, ""item_id"": 868}, {""count"": 5, ""item_id"": 610}]","[[""190"", ""156""], [""200"", """"], [""190"", ""156""]]",https://draquex.com/buki/0-yumi.php,https://draquex.com/buki/yumi-105-1.php,,15,"2026-03-12 00:57:07","2026-07-23 15:19:02"
536,bow_100,イルミンズールの弓,"Irminsul Bow",,,,14,,"[""開戦時50%でチャージ時間-10秒"", ""呪文発動速度+5%""]",,,189,,10,,,60,60,inherit,45,100,森羅の理,王都キィンベルのレシピ屋40000G,呪文の発動を速めチャージ時間も短縮されやすい弓,弓,弓,2,"[{""count"": 5, ""item_id"": 656}, {""count"": 1, ""item_id"": 687}, {""count"": 1, ""item_id"": 583}, {""count"": 10, ""item_id"": 831}, {""count"": 5, ""item_id"": 610}]","[[""185"", ""240""], [""120"", """"], [""185"", ""200""]]",https://draquex.com/buki/0-yumi.php,https://draquex.com/buki/yumi-100-1.php,,15,"2026-03-12 00:57:10","2026-07-23 15:19:02"
537,bow_99,蒼穹の王,"Sky King Bow",,,,14,,"[""鳥系にダメージ+15%""]",,,179,,10,,,55,55,inherit,44,99,蒼穹の覇王伝,聖都エジャルナのレシピ屋40000G,攻撃魔力と回復魔力を強化し鳥系に強い弓,弓,弓,2,"[{""count"": 5, ""item_id"": 656}, {""count"": 1, ""item_id"": 644}, {""count"": 2, ""item_id"": 753}, {""count"": 10, ""item_id"": 846}, {""count"": 5, ""item_id"": 610}]","[[""140"", ""165""], [""210"", """"], [""175"", ""150""]]",https://draquex.com/buki/0-yumi.php,https://draquex.com/buki/yumi-99-1.php,,15,"2026-03-12 00:57:12","2026-07-23 15:19:02"
538,bow_96,ヒュドラの弓,"Hydra Bow",,,,14,,"[""攻撃時6.0%で光耐性低下"", ""攻撃時5%で魔道の書""]",,,170,,8,,,,,inherit,43,96,九頭竜の神話,聖都エジャルナのレシピ屋40000G,敵を悪い効果にかかりやすくする光しりぞける弓,弓,弓,2,"[{""count"": 5, ""item_id"": 656}, {""count"": 1, ""item_id"": 649}, {""count"": 20, ""item_id"": 716}, {""count"": 20, ""item_id"": 536}, {""count"": 5, ""item_id"": 610}]","[[""140"", ""186""], [""250"", """"], [""186"", ""140""]]",https://draquex.com/buki/0-yumi.php,https://draquex.com/buki/yumi-96-1.php,,15,"2026-03-12 00:57:15","2026-07-23 15:19:02"
539,bow_93,魔弓サジタリウス,"Sagittarius Bow",,,,14,,"[""攻撃時6.0%で闇耐性低下"", ""呪文発動速度+4%""]",,,152,,8,,,,,inherit,42,93,傾国の美女に学ぶ歴史,聖都エジャルナのレシピ屋30000G,攻撃時たまに闇耐性を下げる魔に魅入られし弓,弓,弓,2,"[{""count"": 5, ""item_id"": 626}, {""count"": 1, ""item_id"": 757}, {""count"": 1, ""item_id"": 649}, {""count"": 10, ""item_id"": 549}, {""count"": 5, ""item_id"": 610}]","[[""165"", ""135""], [""240"", """"], [""165"", ""135""]]",https://draquex.com/buki/0-yumi.php,https://draquex.com/buki/yumi-93-1.php,,15,"2026-03-12 00:57:18","2026-07-23 15:19:02"
540,bow_90,スライムショット,"Slime Shot",,,,14,,"[""開戦時50%でチャージ時間-10秒"", ""呪文発動速度+4%""]",,,145,,8,,,,,inherit,41,90,はなてスライムショット,聖都エジャルナのレシピ屋30000G,チャージ時間がよく短縮され呪文発動速める弓,弓,弓,2,"[{""count"": 5, ""item_id"": 626}, {""count"": 20, ""item_id"": 696}, {""count"": 20, ""item_id"": 697}, {""count"": 20, ""item_id"": 653}, {""count"": 5, ""item_id"": 610}]","[[""155"", ""120""], [""210"", """"], [""155"", ""120""]]",https://draquex.com/buki/0-yumi.php,https://draquex.com/buki/yumi-90-1.php,,15,"2026-03-12 00:57:21","2026-07-23 15:19:02"
541,bow_85,あやかしの魔弓,"Magic Apparition Bow",,,,14,,"[""呪文発動速度+4%"", ""MP消費しない率+4.0%""]",,,139,,8,,,,,inherit,40,85,あやかしの魔弓伝説,真グランゼドーラ王国のレシピ屋30000G,呪文の発動を速め魔力を節約できる呪文使いが好む弓,弓,弓,2,"[{""count"": 3, ""item_id"": 626}, {""count"": 1, ""item_id"": 648}, {""count"": 10, ""item_id"": 548}, {""count"": 1, ""item_id"": 761}, {""count"": 5, ""item_id"": 610}]","[[""155"", ""120""], [""206"", """"], [""155"", ""120""]]",https://draquex.com/buki/0-yumi.php,https://draquex.com/buki/yumi-85-1.php,,15,"2026-03-12 00:57:23","2026-07-23 15:19:02"
