id,display_order,name,name_kana,name_en,monster_system_type_id,is_reincarnated,reincarnation_parent_id,source_url,image_path,trivia_1,trivia_2,created_at,updated_at
610,619,プラチナサウルス,プラチナサウルス,Platinasaurus,13,0,,https://www.d-quest-10.com/detail/a00642.html,/storage/images/monsters/610.webp,"内燃機関を冷やすための 高度な冷却装置を備えておりそれを最大限活用して かがやくいきを放ってくる。","プラチナ製というわけでなく プラチナ級に強いという意味の名前だが部品を持ち去っていく 冒険者が後を絶たない。","2026-03-12 14:05:34","2026-07-27 15:42:09"
611,620,たてまじん・強,タテマジン・キョウ,"Vicious Peekabogre",8,0,,https://www.d-quest-10.com/detail/a00749.html,/storage/images/monsters/611.webp,"ケタ違いの強さを持つ 邪悪な たてまじん。赤く鋭い眼光には 激しい殺意が宿っている。","盾と肉体を徹底的に鍛え 鉄壁の防御力を手に入れたが本当に守りたかった存在の事は 忘れてしまった悲しき魔人。","2026-03-12 14:05:43","2026-07-27 15:42:12"
612,622,グリーンシザー・強,グリーンシザー・キョウ,"Vicious Green Scissors",5,0,,https://www.d-quest-10.com/detail/a00701.html,/storage/images/monsters/612.webp,"ケタ違いの強さを持つ 邪悪な グリーンシザー。赤く鋭い眼光には 激しい殺意が宿っている。","魔界兵器の第一人者が 開発した 通称シザー2号機。改良されたキャノン砲で 殺りく大臣賞をもらったとか。","2026-03-12 14:05:46","2026-07-27 15:42:20"
613,623,ソルジャーブル,ソルジャーブル,Warhog,2,0,,https://www.d-quest-10.com/detail/a00578.html,/storage/images/monsters/613.webp,勇猛果敢な魔獣の戦士。はげしいおたけびを上げひるんだ相手に剣を振りかざし強烈な斬撃をあびせる。,"かつてはレッド イエローとソルジャースリーなるチームを組んで暴れまわっていた。解散後はソロで活動している。","2026-03-12 14:05:54","2026-08-03 12:10:41"
614,624,きりさきピエロ・強,キリサキピエロ・キョウ,"Vicious Prickly Prankster",8,0,,https://www.d-quest-10.com/detail/a00661.html,/storage/images/monsters/614.webp,"ケタ違いの強さを持つ 邪悪な きりさきピエロ。赤く鋭い眼光には 激しい殺意が宿っている。","名の知れた剣豪だったが 争いに疲れピエロに転職。たまに昔の血がうずいて無性に斬りたくなるらしい。","2026-03-12 14:05:57","2026-07-27 15:42:26"
615,626,デスゴーゴン,デスゴーゴン,Gnuriel,2,0,,https://www.d-quest-10.com/detail/a00181.html,/storage/images/monsters/615.webp,冥府から現れた大怪獣。おぞましいのろいのきりややみのブレスをはいて地獄にたたきおとす。,牛っぽいからとコイツの肉をクチにした者にはたちまち石化の呪いがかかるという。死してなお油断ならぬ魔物。,"2026-03-12 14:06:00","2026-08-03 12:10:41"
616,627,おにこんぼう,オニコンボウ,"Night Clubber",11,0,,https://www.d-quest-10.com/detail/a00043.html,/storage/images/monsters/616.webp,巨大な棍棒を振り回し相手を地面にたたきつけるどっしりした凶暴な鬼神。すさまじくチカラが強い。,肉体を極限まで鍛えあげかつてのスリムだった身体はいまやこんな大きくなった。背中の翼じゃもう飛べない。,"2026-03-12 14:06:03","2026-07-27 15:17:46"
617,628,キングリザード,キングリザード,"Liege Lizard",11,0,,https://www.d-quest-10.com/detail/a00079.html,/storage/images/monsters/617.webp,竜に匹敵するチカラを持つ堂々たるトカゲたちの王。王の名に恥じぬ豪快な炎がそのクチからはなたれる。,キングリザードの雄姿にトカゲたちは夢を重ねる。トカゲのトカゲによるトカゲのための世界を！,"2026-03-12 14:06:07","2026-07-27 15:17:46"
618,629,デスフラッター,デスフラッター,"Raven Lunatic",6,0,,https://www.d-quest-10.com/detail/a00710.html,/storage/images/monsters/618.webp,死を招く巨大カラス。足元のがいこつを投げる上にしゃくねつの炎で敵を火葬にするのが得意戦法。,がいこつをコレクションして気に入ったものを持ち歩く。デスフラッターが集まればがいこつ自慢に花が咲く。,"2026-03-12 14:06:10","2026-07-27 15:42:44"
619,630,スペースデビル,スペースデビル,Rockbonnet,4,0,,https://www.d-quest-10.com/detail/a00501.html,/storage/images/monsters/619.webp,隕石から生まれたという戦闘に特化した宇宙生命体。動くものすべてを敵とみなし襲いかかってくる。,ひとつの星を滅ぼすと手足を丸め隕石に擬態して群れで宇宙を渡る。そして次の星を目指すのだ。,"2026-03-12 14:06:13","2026-08-03 12:09:04"
620,631,パンドラチェスト,パンドラチェスト,Pandoradrobe,12,0,,https://www.d-quest-10.com/detail/a00447.html,/storage/images/monsters/620.webp,魔力を宿した魔界のたんす。ザキや死のおどりを使い確実に獲物を仕留めてからパクリとひと飲みにする。,もともと人食いたんすというあんまりな名前だったがパンドラボックスに対抗してイケてる名前に改名した。,"2026-03-12 14:06:16","2026-07-27 15:17:46"
621,632,ホースデビル・強,ホースデビル・キョウ,"Vicious Gamigin",4,0,,https://www.d-quest-10.com/detail/a00735.html,/storage/images/monsters/621.webp,"ケタ違いの強さを持つ 邪悪な ホースデビル。赤く鋭い眼光には 激しい殺意が宿っている。","大量のせかいじゅの葉を確保しており 魔物たちに売りさばいているらしい。入手ルートは企業秘密。","2026-03-12 14:06:19","2026-08-03 12:09:04"
622,633,カラポッポ,カラポッポ,"Bird Cage",6,0,,https://www.d-quest-10.com/detail/a00779.html,/storage/images/monsters/622.webp,"見た目と名前のせいで軽く 見られがちだが鳥魔物の中でもにじくじゃく種と並んで 高位とされる炎の魔鳥。","カラポッポの名前の由来は おなかが空っぽだから説と吹き出す炎の音から説があり 学界では論争になっている。","2026-03-12 14:06:22","2026-07-27 15:42:58"
623,634,モスボーイ,モスボーイ,"Mossy Ghoul",8,0,,https://www.d-quest-10.com/detail/a00772.html,/storage/images/monsters/623.webp,"毒草を食べて育った小鬼。 ツメの先に体液をしたたらせ引っかいた敵をマヒや猛毒で 動けなくして捕食するという。","身体の緑色の部分には コケがびっしりと生えていて雨にぬれると胞子を飛ばし モスガールに猛アピールする。","2026-03-12 14:06:25","2026-07-27 15:43:01"
624,635,オルフェウス,オルフェウス,Orpheus,8,0,,https://www.d-quest-10.com/detail/a00766.html,/storage/images/monsters/624.webp,"美しき調べで人をあやつる おそろしき吟遊詩人。翼が生えてはいるが 天使ではないらしい。","イナズマのようにシビれる サウンドが彼の曲の特徴だがかの伝説的ロックバンドの パクリ疑惑も浮上している。","2026-03-12 14:06:28","2026-07-27 15:43:05"
625,637,スライムエンペラー,スライムエンペラー,"Emperor Slime",1,0,,https://www.d-quest-10.com/detail/a00488.html,/storage/images/monsters/625.webp,スライム界の頂点を極めた唯一絶対なる皇帝。ザオラルで仲間を生き返らせる慈愛の心を持つ名君。,腹黒なクイーンスライムの尻にしかれたキングスライムがある種の悟りを開いた時エンペラーに進化するという。,"2026-03-12 14:06:32","2026-07-27 15:17:46"
626,638,ドロヌーバ・強,ドロヌーバ・キョウ,"Vicious Mudraker",7,0,,https://www.d-quest-10.com/detail/a00748.html,/storage/images/monsters/626.webp,"ケタ違いの強さを持つ 邪悪な ドロヌーバ。赤く鋭い眼光には 激しい殺意が宿っている。","魔界の環境に適応しきれず ヒトとしての姿が崩れておぞましき不定形の怪物と なりはてた悲しき存在。","2026-03-12 14:06:35","2026-07-27 15:43:15"
627,639,マタンゴ,マタンゴ,"Morphean Mushroom",3,0,,https://www.d-quest-10.com/detail/a00751.html,/storage/images/monsters/627.webp,"エモノを眠らせることに 強烈な欲求を燃やしており攻撃した相手が眠らないと 密かに不機嫌になるという。","キノコ魔物のベテランとしては マッシュスライムら新米にはなめられまいと意識しているが 当然相手にされていない。","2026-03-12 14:06:39","2026-07-27 15:43:19"
628,640,疾風テング,シップウテング,"Gale Goblin",8,0,,https://www.d-quest-10.com/detail/a00765.html,/storage/images/monsters/628.webp,"疾風のごとき速さを誇る 妖怪。疾風突撃やバギクロスなど風にまつわる 強力な攻撃を得意とする。","テングを名乗っているものの 鼻が低いのがコンプレックス。美しく高い鼻を夢見て 密かに 鼻クリップを愛用している。","2026-03-12 14:06:42","2026-07-27 15:43:23"
629,642,ダッシュラン・強,ダッシュラン・キョウ,"Vicious Drag Racer",11,0,,https://www.d-quest-10.com/detail/a00740.html,/storage/images/monsters/629.webp,"ケタ違いの強さを持つ 邪悪な ダッシュラン。赤く鋭い眼光には 激しい殺意が宿っている。","さらなる高みを目指し 過酷な魔界を走りこんだ結果異常なまでに心肺がきたえられ 息は白くかがやきはじめた。","2026-03-12 14:06:44","2026-07-27 15:43:30"
630,643,ドラゴンキッズ・強,ドラゴンキッズ・キョウ,"Vicious Small Fry",11,0,,https://www.d-quest-10.com/detail/a00747.html,/storage/images/monsters/630.webp,"ケタ違いの強さを持つ 邪悪な ドラゴンキッズ。赤く鋭い眼光には 激しい殺意が宿っている。","大人なんか なれなくていいもん！そんな生意気な息攻撃が 二重の意味でとても痛い。","2026-03-12 14:06:47","2026-07-27 15:43:33"
631,646,サイレス・強,サイレス・キョウ,"Vicious Gryphon",6,0,,https://www.d-quest-10.com/detail/a00723.html,/storage/images/monsters/631.webp,"ケタ違いの強さを持つ 邪悪な サイレス。赤く鋭い眼光には 激しい殺意が宿っている。","静寂を愛するモンスター。話しかけられると相手を呪文で黙らせてしまうため 何年も会話していない。","2026-03-12 14:06:50","2026-07-27 15:43:44"
632,647,ジャンボドラキー,ジャンボドラキー,"Jumbo Dracky",6,0,,https://www.d-quest-10.com/detail/a00790.html,/storage/images/monsters/632.webp,"巨大な体躯を誇るドラキー。マホトーンで呪文を封じ得意のポヨロンプレスで あらゆる敵を圧殺する。","自分は断じてメタボではない。恵まれたフィジカルエリートのドラキーなのだと言い聞かせ 今日も間食に余念がない。","2026-03-12 14:06:53","2026-07-27 15:43:47"
633,648,グレイトマーマン,グレイトマーマン,Merderer,9,0,,https://www.d-quest-10.com/detail/a00521.html,/storage/images/monsters/633.webp,巨大なヤリを軽々と振り回し海を支配する雄々しき人魚。魔法も得意とし強力な呪文で敵を海のもくずに変える。,休日は深海の底で水圧に耐えながら素振りをしている。そのストイックな姿勢は全水系モンスターの尊敬の的。,"2026-03-12 14:06:56","2026-07-27 15:17:46"
634,649,わかめ王子・強,ワカメオウジ・キョウ,"Vicious King Kelp",9,0,,https://www.d-quest-10.com/detail/a00716.html,/storage/images/monsters/634.webp,"ケタ違いの強さを持つ 邪悪な わかめ王子。赤く鋭い眼光には 激しい殺意が宿っている。","類まれな強さと美声を持つ 魔のシンガーソングライター。新曲「かめはめルンバ」は魔物界のベストセラー！","2026-03-12 14:06:59","2026-07-27 15:43:54"
635,650,アンゴラー,アンゴラー,"Angola Lizard",11,0,,https://www.d-quest-10.com/detail/a00554.html,/storage/images/monsters/635.webp,雪と氷の中でも暮らせるのは光ブレスの熱のおかげだとか。バイキルトで攻撃力を高めしっぽを振り回す凶悪な奴。,"アンゴラモーアという魔物がいると知って以来 ひそかに対抗心を燃やしている。いつかライバル対決なるか？","2026-03-12 14:07:04","2026-07-27 15:17:46"
636,652,アンクルホーン,アンクルホーン,Moosifer,4,0,,https://www.d-quest-10.com/detail/a00508.html,/storage/images/monsters/636.webp,灼熱の炎と極寒の冷気を使う一騎当千の魔界の猛者。炎の鼻息を荒げながら目に入る全てを滅ぼしつくす。,紅蓮の肌は岩をも溶かす温度。溶かした岩に肩まで浸かり戦いの疲れをいやす魔界流の岩盤浴が毎夜の楽しみ。,"2026-03-12 14:07:07","2026-08-03 12:09:04"
637,654,フォンデュ・強,フォンデュ・キョウ,"Vicious Fromage Fray",12,0,,https://www.d-quest-10.com/detail/a00668.html,/storage/images/monsters/637.webp,"ケタ違いの強さを持つ 邪悪な フォンデュ。赤く鋭い眼光には 激しい殺意が宿っている。","天下に悪名高きチーズ怪盗。家庭料理からフルコースまで数多くのチーズを 華麗に盗んだ食い逃げ犯。","2026-03-12 14:07:11","2026-07-27 15:44:12"
638,656,ベヒードス,ベヒードス,Drakulurch,11,0,,https://www.d-quest-10.com/detail/a00462.html,/storage/images/monsters/638.webp,おのれに敵対する者は何人たりとも見逃さずじひびきやれんごく火球で敵全体を攻撃してくる。,医者からはダイエットをすすめられているのだがじひびきの威力を保つため命がけで大食いしている。,"2026-03-12 14:07:15","2026-07-27 15:17:46"
639,657,ホークマン・強,ホークマン・キョウ,"Vicious Hawk Man",6,0,,https://www.d-quest-10.com/detail/a00746.html,/storage/images/monsters/639.webp,"ケタ違いの強さを持つ 邪悪な ホークマン。赤く鋭い眼光には 激しい殺意が宿っている。","手にした剣は倒した敵から 奪ったもの。もっとも多くの剣を集めたホークマンが 一族の長と認められるという。","2026-03-12 14:07:18","2026-07-27 15:44:22"
640,658,ゴルゴンゾーラ,ゴルゴンゾーラ,Gorgonzola,12,0,,https://www.d-quest-10.com/detail/a00778.html,/storage/images/monsters/640.webp,"周囲に独特なニオイを まき散らすチーズの化身。その匂いは姿は見えずとも どこにいるかわかるほど強烈。","名前負けしていると言われ 悔しい思いをすることが多い。いつか名前通りの凶悪なボスに なろうと日々修練を重ねている。","2026-03-12 14:07:22","2026-07-27 15:44:25"
641,659,ファラリスブル,ファラリスブル,"Brazen Bull",8,0,,https://www.d-quest-10.com/detail/a00595.html,/storage/images/monsters/641.webp,荒野の死刑執行人として恐れられる獣人。その剛腕から放たれる痛恨の一撃に加え雷の呪文まで使いこなす。,じつは鉄球の扱いが苦手。素手で殴ったほうが効率的だが鉄球男子としてのプライドが日課の素振りを続けさせる。,"2026-03-12 14:07:25","2026-07-27 15:17:46"
642,662,ニードルマン・強,ニードルマン・キョウ,"Vicious Needleman",12,0,,https://www.d-quest-10.com/detail/a00700.html,/storage/images/monsters/642.webp,"ケタ違いの強さを持つ 邪悪な ニードルマン。赤く鋭い眼光には 激しい殺意が宿っている。","昔はかわいいお人形だったが 持ち主に捨てられてグレた。周囲をいっさい信用せず さわる者みなキズつける。","2026-03-12 14:07:28","2026-07-27 15:44:39"
643,663,トロルキング,トロルキング,"Great Troll",4,0,,https://www.d-quest-10.com/detail/a00453.html,/storage/images/monsters/643.webp,太古より息づいてきたトロル王家の末裔。痛恨の一撃を食らったら死を覚悟しよう。,いにしえのトロル王国はオーガとの覇権争いに敗れ高度な文明をすべて失い魔物に落ちぶれたのだとか。,"2026-03-12 14:07:31","2026-08-03 12:09:04"
644,664,ヘルプラネット,ヘルプラネット,Solaris,7,0,,https://www.d-quest-10.com/detail/a00639.html,/storage/images/monsters/644.webp,"地獄の底で生まれながら 天体を思わせる奇妙な魔物。闇の呪文を駆使し 生ける者を ことごとく死へといざなう。","衛星のように従う子分の 身体の色は忠誠心が高ければ青へと近づく。子分の忠誠心の 低さにため息が出る毎日。","2026-03-12 14:07:40","2026-07-27 15:44:46"
645,665,大王イカ,ダイオウイカ,"King Squid",9,0,,https://www.d-quest-10.com/detail/a00581.html,/storage/images/monsters/645.webp,"我こそは海の覇者たらんと海底の征服に乗り出した大王の中の大王。 すみをはいて視界をうばうぞ。",イカ界の頂点を目指し大王の地位まで上りつめたが大王以下と呼ばれているような気がして納得できない日々。,"2026-03-12 14:07:43","2026-07-27 15:17:46"
646,667,あやしいかげ・強,アヤシイカゲ・キョウ,"Vicious Shade",7,0,,https://www.d-quest-10.com/detail/a00688.html,/storage/images/monsters/646.webp,"ケタ違いの強さを持つ 邪悪な あやしいかげ。赤く鋭い眼光には 激しい殺意が宿っている。","暗夜にまぎれ 音もなく仕事をこなす魔界の殺し屋。過去に数多くの要人を 葬ってきたプロ中のプロ。","2026-03-12 14:07:47","2026-07-27 15:44:57"
647,671,リザードファッツ,リザードファッツ,Frou-Frou,11,0,,https://www.d-quest-10.com/detail/a00484.html,/storage/images/monsters/647.webp,体色が青くなり凶暴さを増した重量級の大トカゲ。おたけびで敵をひるませ重たいしっぽの一撃を加える。,ファッツと呼ばれているがまだまだポッチャリ気味で通ると思っている。無論それは幻想である。,"2026-03-12 14:07:52","2026-07-27 15:17:46"
648,672,カイザードラゴン,カイザードラゴン,"Royal Reptile",11,0,,https://www.d-quest-10.com/detail/a00509.html,/storage/images/monsters/648.webp,その圧倒的なカリスマ性でドラゴン界に君臨する皇帝。吐き出す炎は宝石のごとく高貴に輝き他者を魅了する。,片目を見開くだけで攻撃を無効化する能力を持っていた初代皇帝。その瞳の輝きを再現した宝石が竜眼だという。,"2026-03-12 14:07:56","2026-07-27 15:17:46"
649,673,ガメゴンロード,ガメゴンロード,Wyrtoise,11,0,,https://www.d-quest-10.com/detail/a00530.html,/storage/images/monsters/649.webp,マホカンタを得意とするガメゴンたちの王様。ガメゴン界で呪文を使えるのは相当のステータスなのだ。,覚えた呪文がマホカンタな辺りやはり王様はあなどれない。硬いこうらと魔法反射バリアで鉄壁のガードを展開だ！,"2026-03-12 14:07:59","2026-07-27 15:45:18"
650,676,いしにんぎょう・強,イシニンギョウ・キョウ,"Vicious Dirty Dogu",12,0,,https://www.d-quest-10.com/detail/a00699.html,/storage/images/monsters/650.webp,"ケタ違いの強さを持つ 邪悪な いしにんぎょう。赤く鋭い眼光には 激しい殺意が宿っている。","キモカワ系人形として マニアの間で人気が急上昇。本人もまんざらではないが 興味ない風をよそおっている。","2026-03-12 14:08:02","2026-07-27 15:45:28"
651,677,メイデンドール,メイデンドール,"Iron Maiden",12,0,,https://www.d-quest-10.com/detail/a00703.html,/storage/images/monsters/651.webp,"美しい姿で人間を魅了し 意のままにあやつる人形。あやつるのに飽きると今度は こごえるふぶきを浴びせる。","ワタシはキレイなお人形。ワタシと一緒に遊びましょう？遊んでくれないなら…… ワタシがアナタでアソブわね。","2026-03-12 14:08:06","2026-07-27 15:45:32"
652,678,デスカイザー,デスカイザー,"Master Moosifer",4,0,,https://www.d-quest-10.com/detail/a00611.html,/storage/images/monsters/652.webp,爆炎と竜巻を自在に操りトドメのしゃくねつの炎で戦場を地獄と化す。魔界にその名をとどろかす豪傑。,"カイザーと呼ばれているが 国も家臣も持った例はない。 立派なヒゲのせいでついた あだ名だなんて今更言えない！","2026-03-12 14:08:09","2026-08-03 12:09:04"
653,680,マッドルーパー・強,マッドルーパー・キョウ,"Vicious Axolotl",9,0,,https://www.d-quest-10.com/detail/a00680.html,/storage/images/monsters/653.webp,"ケタ違いの強さを持つ 邪悪な マッドルーパー。赤く鋭い眼光には 激しい殺意が宿っている。","身体に砂をため込んだ 大きくて重いモンスター。砂をすべて出してしまうと 半分くらいの大きさになる。","2026-03-12 14:08:12","2026-07-27 15:45:42"
654,674,マージマタンゴ,マージマタンゴ,"Mushroom Mage",3,0,,https://www.d-quest-10.com/detail/a00789.html,/storage/images/monsters/654.webp,"不気味なカサを揺らして現れ どくどくキノコの時限爆弾とマヒャドで敵を翻弄する キノコ界のファンタジスタ。","どくどくキノコで出現する 小さなキノコは一説によるとマージマタンゴの幼生だと ウワサされている。","2026-03-12 14:08:16","2026-07-27 15:45:21"
655,679,あかつきの神兵,アカツキノシンペイ,"Daybreak Soldier",4,0,,https://www.d-quest-10.com/detail/a00788.html,/storage/images/monsters/655.webp,密命を帯びた仮面の騎士。夜明け前の闇に紛れコウモリを従えて現れる。痛恨の一撃には要注意。,"召喚するコウモリのために 木の実や昆虫などのおやつをマントの裏に隠し持っている。おやつの切れ目が縁の切れ目。","2026-03-12 14:08:19","2026-08-03 12:09:04"
656,684,アームライオン・強,アームライオン・キョウ,"Vicious Hellion",2,0,,https://www.d-quest-10.com/detail/a00734.html,/storage/images/monsters/656.webp,"ケタ違いの強さを持つ 邪悪な アームライオン。赤く鋭い眼光には 激しい殺意が宿っている。",魔界の大食いチャンピオン。4つのハンバーガーを手にし大きなクチで一気食いする。その食いっぷり正に縦横無尽。,"2026-03-12 14:08:23","2026-08-03 12:10:41"
657,685,しにがみきぞく・強,シニガミキゾク・キョウ,"Vicious Bone Baron",10,0,,https://www.d-quest-10.com/detail/a00709.html,/storage/images/monsters/657.webp,"ケタ違いの強さを持つ 邪悪な しみがみきぞく。赤く鋭い眼光には 激しい殺意が宿っている。","魔界に豪華な邸宅を持ち 狩りとった魂を調理してディナーを楽しむなど 優雅な暮らしを送っている。","2026-03-12 14:08:26","2026-07-27 15:45:59"
658,689,くらやみハーピー,クラヤミハーピー,Succubat,6,0,,https://www.d-quest-10.com/detail/a00727.html,/storage/images/monsters/658.webp,"大きな羽で闇夜を飛びまわる 美しく華麗なモンスター。その魅力で相手を骨抜きにし 鋭いツメで切り裂く。","フワフワの羽毛でくり出される ぱふぱふはまさに天国の心地。だが 下手すると本当に 天国送りにされるのでご注意。","2026-03-12 14:08:31","2026-07-27 15:46:13"
659,690,さまようよろい・強,サマヨウヨロイ・キョウ,"Vicious Restless Armour",12,0,,https://www.d-quest-10.com/detail/a00708.html,/storage/images/monsters/659.webp,"ケタ違いの強さを持つ 邪悪な さまようよろい。赤く鋭い眼光には 激しい殺意が宿っている。","「打倒！ 魔王」を誓うも 志半ばで倒れた騎士のよろい。執念だけで動いてはいるが 目的を忘れた哀れな抜けがら。","2026-03-12 14:08:34","2026-07-27 15:46:16"
660,691,エンタシスマン・強,エンタシスマン・キョウ,"Vicious Prancing Pillar",12,0,,https://www.d-quest-10.com/detail/a00733.html,/storage/images/monsters/660.webp,"ケタ違いの強さを持つ 邪悪な エンタシスマン・強。赤く鋭い眼光には 激しい殺意が宿っている。","修行して踊りのキレは増したが 振りがマンネリなのが不満。新たな踊りを編み出すべく 日々練習に はげんでいる。","2026-03-12 14:08:37","2026-07-27 15:46:20"
661,695,デビルアーマー・強,デビルアーマー・キョウ,"Vicious Harmour",12,0,,https://www.d-quest-10.com/detail/a00722.html,/storage/images/monsters/661.webp,"ケタ違いの強さを持つ 邪悪な デビルアーマー。赤く鋭い眼光には 激しい殺意が宿っている。","鎧の中には誰もいないが なぜか目が光っている。内側にたまったガスが 燃えているだけという説も。","2026-03-12 14:08:40","2026-07-27 15:46:34"
662,696,ガルバ・強,ガルバ・キョウ,"Vicious Sootbonce",4,0,,https://www.d-quest-10.com/detail/a00761.html,/storage/images/monsters/662.webp,"ケタ違いの強さを持つ 邪悪な ガルバ。赤く鋭い眼光には 激しい殺意が宿っている。","相棒のゴルバのねちっこい性格を 嫌った過去もあったが 彼の慎重さに救われることも多く 今となっては感謝しかない。","2026-03-12 14:08:43","2026-08-03 12:09:04"
663,697,ゴルバ・強,ゴルバ・キョウ,"Vicious Smogbonnet",4,0,,https://www.d-quest-10.com/detail/a00760.html,/storage/images/monsters/663.webp,"ケタ違いの強さを持つ 邪悪な ゴルバ。赤く鋭い眼光には 激しい殺意が宿っている。","相棒のガルバのアタマの悪さに 呆れた過去もあったが 彼の明るさに救われることも多く 今となっては尊敬している。","2026-03-12 14:08:46","2026-08-03 12:09:04"
664,701,パンプキッズ・強,パンプキッズ・キョウ,"Vicious Pumpkid",3,0,,https://www.d-quest-10.com/detail/a00726.html,/storage/images/monsters/664.webp,"ケタ違いの強さを持つ 邪悪な パンプキッズ。赤く鋭い眼光には 激しい殺意が宿っている。","キッズと名乗ってはいるが この道ウン十年のベテラン。踊りのキレも愛らしさも 若いモンには負けないぜ！","2026-03-12 14:08:49","2026-07-27 15:46:54"
665,706,てつのさそり,テツノサソリ,"Iron Scorpion",5,0,,https://www.d-quest-10.com/detail/a00715.html,/storage/images/monsters/665.webp,"鉄の殻でおおわれたサソリ。ただでさえ硬い身体をスクルトでさらに強化する カタくて一本気なヤツ。","自慢のアイアンボディだが メンテナンスにはひと苦労。表面がくもってくると砂嵐に 飛び込んでピカピカにする。","2026-03-12 14:08:53","2026-07-27 15:47:12"
666,707,デスクローゼット,デスクローゼット,Mimicloset,12,0,,https://www.d-quest-10.com/detail/a00795.html,/storage/images/monsters/666.webp,"決して開けてはならないと 言われる恐怖のたんす。呪文で混乱させてから ゆっくりと獲物を飲み込む。","かくれんぼでクローゼットに 隠れた子供が姿を消した。後日 クローゼットの中から 子供の骨が発見された……。","2026-03-12 14:08:56","2026-07-27 15:47:15"
667,708,パペットマン・強,パペットマン・キョウ,"Vicious Magic Marionette",12,0,,https://www.d-quest-10.com/detail/a00698.html,/storage/images/monsters/667.webp,"ケタ違いの強さを持つ 邪悪な パペットマン。赤く鋭い眼光には 激しい殺意が宿っている。","ふしぎなおどりの不思議さも パワーアップしているらしいがどのへんが変わったかは相当の目利きでもわからないという。","2026-03-12 14:09:00","2026-07-27 15:47:19"
668,709,ヘルビースト・強,ヘルビースト・キョウ,"Vicious Sculptrice",4,0,,https://www.d-quest-10.com/detail/a00745.html,/storage/images/monsters/668.webp,"ケタ違いの強さを持つ 邪悪な ヘルビースト。 赤く鋭い眼光には 激しい殺意が宿っている。","マヒャデドスを唱えようとして マヒャドデスと言ってしまい 恥ずかしさのあまり 石像に戻りたくなったらしい。","2026-03-12 14:09:03","2026-08-03 12:09:04"
669,712,ドラゴンライダー,ドラゴンライダー,"Dragon Rider",11,0,,https://www.d-quest-10.com/detail/a00732.html,/storage/images/monsters/669.webp,"その名の通りドラゴンを駆り 大空を翔ける戦士。剣による攻撃だけでなく 竜のブレスにも注意が必要だ。","じつはあまり高く飛べないのが目下の悩みのタネ。愛竜から過酷なダイエットメニューを 渡されて困り果てている。","2026-03-12 14:09:06","2026-07-27 15:47:33"
670,715,ヘルカッチャ・強,ヘルカッチャ・キョウ,"Vicious Masqueraider",13,0,,https://www.d-quest-10.com/detail/a00759.html,/storage/images/monsters/670.webp,"ケタ違いの強さを持つ 邪悪な ヘルカッチャ。赤く鋭い眼光には 激しい殺意が宿っている。",邪神信仰の異形の一族。成人時に七柱の邪神の中から推しの邪神を選ぶ。人気ナンバーワンは虚無。,"2026-03-12 14:09:09","2026-07-27 15:47:43"
671,716,ベレス・強,ベレス・キョウ,"Vicious Beleth",4,0,,https://www.d-quest-10.com/detail/a00739.html,/storage/images/monsters/671.webp,"ケタ違いの強さを持つ 邪悪な ベレス。赤く鋭い眼光には 激しい殺意が宿っている。","鎌がよく似合う魔物を選ぶ ベスト鎌ニスト投票で冥王ネルゲルに僅差で敗れ 一方的にライバル視している。","2026-03-12 14:09:13","2026-08-03 12:09:04"
672,717,テンタクルス,テンタクルス,Squidzilla,9,0,,https://www.d-quest-10.com/detail/a00587.html,/storage/images/monsters/672.webp,多足を活かして連続こうげきや回転アタックを仕掛けてくるおそるべき海の悪魔。船を沈めるのが生きがい。,青白く発光するボディはテンタクルスにとって自慢。ついつい不要に光っては海の生物をおびえさせている。,"2026-03-12 14:09:16","2026-07-27 15:17:46"
673,724,ホワイトパンサー,ホワイトパンサー,"Silver Sabrecat",2,0,,https://www.d-quest-10.com/detail/a00777.html,/storage/images/monsters/673.webp,"純白の体毛が美しいが とてつもなく凶暴な獣。痛恨の一撃をくり出し 葬った獲物は数知れず。","ものすごくキレイ好き。汚れや返り血を落とすため獲物をしとめた後は必ず 川や湖などに入って洗う。","2026-03-12 14:09:19","2026-08-03 12:10:41"
674,725,ブラックドラゴン,ブラックドラゴン,"Black Dragon",11,0,,https://www.d-quest-10.com/detail/a00574.html,/storage/images/monsters/674.webp,常闇の竜と呼ばれる存在の末裔たる凶悪なドラゴン。やみのブレスや呪文に加え巨体を活かした強烈な攻撃も。,始祖たる常闇の竜は炎の領界で眠りについたため闇の領界で暮らしてきた彼らはその存在に気付いていない。,"2026-03-12 14:09:22","2026-07-27 15:48:15"
675,726,フェアリーバット,フェアリーバット,"Fruity Succubat",6,0,,https://www.d-quest-10.com/detail/a00754.html,/storage/images/monsters/675.webp,"魔物らしからぬ魅惑的な姿で 冒険者を油断させ 愛きょうをふりまきメロメロにする。狡知に長けた魔物である。","戦いに自信を持つ冒険者を 魅了のまなざしで魅了してのどぶえをかき切る行為に 無上の喜びを感じている。","2026-03-12 14:09:25","2026-07-27 15:48:19"
