id,display_order,name,name_kana,name_en,system_type,system_type_en,is_reincarnated,reincarnation_parent_id,source_url,image_path,trivia_1,trivia_2,created_at,updated_at
137,139,ケセランパセラン,ケセランパセラン,"Tufty Tot",植物系,Plant,0,,https://www.d-quest-10.com/detail/a00093.html,/storage/images/monsters/137.webp,フワフワとかわいらしくさそうおどりをしてきたりザオラルを唱えてくる。会うと幸せになるらしい。,いやし系のケセランパセラン。その生態には謎が多く一説には世界樹に咲く花の綿毛だといわれている。,"2026-03-12 13:37:28","2026-07-27 15:17:44"
138,140,モコフル,モコフル,"Fluff Puff",植物系,Plant,0,,https://www.d-quest-10.com/detail/a00337.html,/storage/images/monsters/138.webp,身体がモコモコした精霊。見た目によらず好戦的で爆発の呪文イオを唱えこちらを攻撃してくる。,名前からモコモコじゅうにゆかりある者かと思いきやじつはケダモンの毛玉から生まれた。性格は腹黒い。,"2026-03-12 13:37:31","2026-07-27 15:17:44"
139,141,リザードマン,リザードマン,"Mandrake Major",ドラゴン系,Dragon,0,,https://www.d-quest-10.com/detail/a00346.html,/storage/images/monsters/139.webp,二足歩行のトカゲの魔物。みがきあげたしんくう斬りやいなずま斬りをくりだし襲ってくる剣術の達人。,魔法戦士にあこがれて転職させてもらおうとダーマ神官を訪ねたがなぜか逃げられてしまった。,"2026-03-12 13:37:34","2026-07-27 15:17:44"
140,142,ドラキーマ,ドラキーマ,Drackyma,鳥系,Bird,0,,https://www.d-quest-10.com/detail/a00201.html,/storage/images/monsters/140.webp,ラリホーで眠りへいざないイオラで攻撃をしかける。たよれる親分としてドラキーに慕われている。,手下のドラキーたちからすごく慕われているがじつは自分にしかベホイミをかけないというエゴイスト。,"2026-03-12 13:37:37","2026-07-27 15:17:44"
141,143,メトロゴースト,メトロゴースト,Fightgeist,ゾンビ系,Undead,0,,https://www.d-quest-10.com/detail/a00332.html,/storage/images/monsters/141.webp,瞬間移動で近づいて闇の呪文をはなつゴースト。失敗することもあるのでペロリと舌を出している。,ハイソなセンスを持っているおしゃれなゴースト。都会生まれを鼻にかけており地方出身の幽霊には冷たい。,"2026-03-12 13:37:40","2026-07-27 15:17:44"
142,144,ぼうれい剣士,ボウレイケンシ,"Phantom Fencer",ゾンビ系,Undead,0,,https://www.d-quest-10.com/detail/a00378.html,/storage/images/monsters/142.webp,かなわぬ未練にとらわれ荒野をさまよう剣士の亡霊。ダークフォースをまとって呪いの剣を振りおろす。,愛する人を守れなくてなげきの果てに逝った剣士はたとえ身体が朽ちようとも眠ることを許されない……。,"2026-03-12 13:37:46","2026-07-27 15:17:44"
143,145,オーク,オーク,Orc,獣系,Beast,0,,https://www.d-quest-10.com/detail/a00037.html,/storage/images/monsters/143.webp,長いヤリをかまえたイノシシのモンスター。ときどきくりだしてくるさみだれ突きに要注意。,さみだれ突きの練習に一心不乱に打ち込んでいる。猪突猛進な性格はやはりイノシシゆえのサガだろう。,"2026-03-12 13:37:49","2026-07-27 15:17:44"
144,146,たまねぎマン,タマネギマン,"Loathsome Leek",植物系,Plant,0,,https://www.d-quest-10.com/detail/a00174.html,/storage/images/monsters/144.webp,目にしみるマヌーサエキスやメダパニエキスをまきちらし混乱や幻惑をしかけてくるいやらしいタマネギ。,ご自慢のエキスで人をおどろかせるのが大好き。新しいエキスの開発に日々いそしんでいるという。,"2026-03-12 13:37:53","2026-07-27 15:17:44"
145,147,ほねコウモリ,ホネコウモリ,"Bat Skeleton",ゾンビ系,Undead,0,,https://www.d-quest-10.com/detail/a00301.html,/storage/images/monsters/145.webp,冥界を飛びまわるといわれる邪悪なコウモリの魔物。呪い攻撃やボミオスでこちらを弱らせ襲いかかる。,以前は赤青黄桃と白のコイツで五人組だったがリーダーのレッドが引退してやむなく解散となった。,"2026-03-12 13:37:57","2026-07-27 15:17:44"
146,148,ひとつめピエロ,ヒトツメピエロ,Jinkster,悪魔系,Demon,0,,https://www.d-quest-10.com/detail/a00244.html,/storage/images/monsters/146.webp,"魔法使いの修行をした邪悪な ひとつ目の道化師。",イオラやメラミなど強い呪文を浴びせてくる。,"2026-03-12 13:38:02","2026-07-27 15:17:44"
147,149,あらくれチャッピー,アラクレチャッピー,"Ripped Rabbit",獣系,Beast,0,,https://www.d-quest-10.com/detail/a00013.html,/storage/images/monsters/147.webp,この世の酸いも甘いもかみ分けたウサギの魔物。敵を倒すためならば捨て身の攻撃もいとわない。,ここだけの話チャッピーとは数々の修羅場をくぐり抜けたウサギの中のウサギに贈られる称号なのだ。,"2026-03-12 13:38:05","2026-07-27 15:17:44"
148,150,ポムポムボム,ポムポムボム,Discombombulator,エレメント系,Elemental,0,,https://www.d-quest-10.com/detail/a00302.html,/storage/images/monsters/148.webp,フワフワ浮遊している爆弾型の魔物。ピンチになると自分の身を犠牲にして仲間を助ける。,よくポムポムポムやらボムボムボムボムボムポムと名前を間違えられる。やめてほしいと思っている。,"2026-03-12 13:38:08","2026-07-27 15:17:44"
149,151,セキバーン,セキバーン,"Stone Crablet",水系,Aquatic,0,,https://www.d-quest-10.com/detail/a00577.html,/storage/images/monsters/149.webp,かつては石板を落としていたばカニできないモンスター。,殻の硬さは背負った石板とそん色ないレベルだ。,"2026-03-12 13:38:12","2026-07-27 15:17:44"
150,152,からくりだいみょう,カラクリダイミョウ,Bamboogieman,マシン系,Machine,0,,https://www.d-quest-10.com/detail/a00057.html,/storage/images/monsters/150.webp,たけやりへいの軍団を率いて竹林に割拠する大勢力の長。呼びだした大勢の仲間を壁にして自分の身を守る。,強き者がすべてを支配する戦国乱世が幕を開けた。みな竹林統一を目指し策略を張り巡らせている。,"2026-03-12 13:38:17","2026-07-27 15:17:44"
151,153,がいこつ,ガイコツ,Skeleton,ゾンビ系,Undead,0,,https://www.d-quest-10.com/detail/a00048.html,/storage/images/monsters/151.webp,呪われた戦士の亡きがら。頭に入ったヒビは死んだときに受けたキズ。仇の相手を探しさまよう。,しのどれいしりょうのきしも骨なのになんでオレだけそのまんまがいこつなんて名前なの？責任者出てこい！,"2026-03-12 13:38:20","2026-07-27 15:17:44"
152,154,マリンスライム,マリンスライム,Seaslime,水系,Aquatic,0,,https://www.d-quest-10.com/detail/a00318.html,/storage/images/monsters/152.webp,貝がらを棲みかにした海生まれのスライム。世間の荒波にもまれてカラに閉じこもりがちだ。,海の底にはマリンスライムがのんびり暮らす楽園がある。外の世界はどんな所？カラの中で今日も夢見る。,"2026-03-12 13:38:24","2026-07-27 15:17:44"
153,155,タコメット,タコメット,Octopot,水系,Aquatic,0,,https://www.d-quest-10.com/detail/a00168.html,/storage/images/monsters/153.webp,メットを装着したタコ兵士。我が身を犠牲にしてメガザルダンスを踊る厚い人情の持ち主。,メットの下にタコベビーをたくさん隠しているという。だからメットにさわられると真っ赤になって激怒するぞ。,"2026-03-12 13:38:27","2026-07-27 15:17:44"
154,156,じごくのハサミ,ジゴクノハサミ,"Crabber Dabber Doo",水系,Aquatic,0,,https://www.d-quest-10.com/detail/a00126.html,/storage/images/monsters/154.webp,スクルト大ぼうぎょとガードのかたいカニの魔物。しかも痛恨の一撃をしてくるあなどれないヤツだ。,ヨダレはお腹が空いたとき。泡を吹くのは怒ってるとき。カニの感情表現はだいたいそのふたつしかない。,"2026-03-12 13:38:31","2026-07-27 15:17:44"
155,157,サマーウルフ,サマーウルフ,"Summer Wolf",獣系,Beast,0,,https://www.d-quest-10.com/detail/a00115.html,/storage/images/monsters/155.webp,夏らしいあざやかな服に身を包んだおおかみ男。見た目通りの軽い性格でピンチになるとすぐ逃げる。,『真夏のサマーウルフ』ひと夏のアバンチュールで泣かせた女は数知れず……男はみんなオオカミなのさ♪,"2026-03-12 13:38:34","2026-07-27 15:17:44"
156,158,ホタテワラビー,ホタテワラビー,"Scallop Wallaby",獣系,Beast,0,,https://www.d-quest-10.com/detail/a00300.html,/storage/images/monsters/156.webp,とてもかたい貝がらを巧みに使いこなすマリンブルーのモンスター。ホタテが大好物。,おいしいホタテを食べるほどパワーアップするという。だから強いヤツはかなりのグルメと考えられる。,"2026-03-12 13:38:37","2026-07-27 15:17:44"
157,159,おばけトマト,オバケトマト,"Haunted Tomato",植物系,Plant,0,,https://www.d-quest-10.com/detail/a00045.html,/storage/images/monsters/157.webp,真っ赤なトマトに魔が宿って手足が生えたモンスター。こちらのＭＰを吸いとってはドルクマで攻撃してくる。,いつか魔界に行って大魔王の食卓に並びおいしく食べられるのがひそかな夢らしい。,"2026-03-12 13:38:44","2026-07-27 15:17:44"
158,160,どくどくゾンビ,ドクドクゾンビ,"Toxic Zombie",ゾンビ系,Undead,0,,https://www.d-quest-10.com/detail/a00195.html,/storage/images/monsters/158.webp,毒の沼地で息絶えた旅人が怨念によってよみがえった。身体にためた猛毒をはいてキズつけた相手を毒に冒す。,コイツらが集まると井戸端の主婦も真っ青な文字通りの毒舌トークで盛り上がるという。,"2026-03-12 13:38:47","2026-07-27 15:17:44"
159,161,ソードファントム,ソードファントム,"Phantom Swordsman",ゾンビ系,Undead,0,,https://www.d-quest-10.com/detail/a00159.html,/storage/images/monsters/159.webp,魔性の剣に憑かれたおろかな狂戦士の亡霊。巧みな剣さばきですばやく２回斬りつける。,いなずまが光った瞬間だけ浮かびあがる実体は目を真っ赤に血走らせ断末魔の形相を見せる……。,"2026-03-12 13:38:50","2026-07-27 15:17:44"
160,162,たてまじん,タテマジン,Peekabogre,怪人系,Humanoid,0,,https://www.d-quest-10.com/detail/a00172.html,/storage/images/monsters/160.webp,大きな盾を身がまえて鉄壁の守りを誇る魔人。シールドバッシュという技で突きとばしてくる。,これまで散々な魔人人生を送ってきたがでかい盾を得て再起を図ろうと決意した。今こそ立て魔人！,"2026-03-12 13:38:53","2026-07-27 15:17:44"
161,163,メーダクイン,メーダクイン,"Lunatick Queen",虫系,Insect,0,,https://www.d-quest-10.com/detail/a00359.html,/storage/images/monsters/161.webp,雷のチカラを身にまとうメーダ界の女王。大きな目でにらみつけて目が合った者をマヒさせる。,たくさんの兵隊メーダを従え自分の巣を守る女王様。メーダロードには厳しくニラミをきかせているようだ。,"2026-03-12 13:39:00","2026-07-27 15:17:44"
162,164,グリーンシザー,グリーンシザー,"Green Scissors",虫系,Insect,0,,https://www.d-quest-10.com/detail/a00086.html,/storage/images/monsters/162.webp,草木の中に身をひそめヨロイで身を固めた昆虫。隠し持ったキャノン砲で大ダメージを与えてくる。,キャノン砲を開発した博士はその後の魔界兵器産業に多大なる影響を与えたとされ何か賞をもらったらしい。,"2026-03-12 13:39:03","2026-07-27 15:17:44"
163,165,デッドペッカー,デッドペッカー,"Weaken Beakon",鳥系,Bird,0,,https://www.d-quest-10.com/detail/a00186.html,/storage/images/monsters/163.webp,ルカナンやマヌーサを唱える意外にかしこい鳥の魔物。遠くからでも一瞬で飛びかかり攻撃してくる。,その大きなクチバシでとてつもなく巨大な木の幹に巣穴を掘って暮らしている。じんめんじゅの天敵。,"2026-03-12 13:39:06","2026-07-27 15:17:44"
164,166,まだらイチョウ,マダライチョウ,"Bud Brother",植物系,Plant,0,,https://www.d-quest-10.com/detail/a00313.html,/storage/images/monsters/164.webp,枯れ果てたイチョウの木から生まれたまだら模様の妖怪。下駄の音で仲間を呼びチカラをためて攻撃する。,まだらに紅葉してしまったやりきれなさを胸に秘める。私生まれ変わったら今度こそキレイに染まるの。,"2026-03-12 13:39:09","2026-07-27 15:17:44"
165,167,マージスター,マージスター,Trickstar,水系,Aquatic,0,,https://www.d-quest-10.com/detail/a00304.html,/storage/images/monsters/165.webp,さまざまなダンスで混乱させたり回復したり。ダンスに命をかける星形のモンスター。,朝早くから夜遅くまで踊りの修行を積んでマジにスターを目指しているダンス界の期待の新星。,"2026-03-12 13:39:12","2026-07-27 15:17:44"
166,168,マザーウッド,マザーウッド,Motherwood,植物系,Plant,0,,https://www.d-quest-10.com/detail/a00308.html,/storage/images/monsters/166.webp,殺された母鳥の怨念が切り株に宿り魔物と化した。巣にいるヒナをかばってスクルトや回復呪文を使う。,こっそり観察していると鳴いてるヒナにエサをあげる母子のほほえましい姿が見られるという。,"2026-03-12 13:39:15","2026-07-27 15:17:44"
167,169,てまねきリング,テマネキリング,Beckonring,物質系,Material,0,,https://www.d-quest-10.com/detail/a00190.html,/storage/images/monsters/167.webp,ディバインスペルを使いつつ仲間を呼びだす悪魔の手。中指にはめられた指輪の魔力により召喚された。,妖しく光る指輪が泥の腕を器用に操っている。全身を作ろうとしたが魔力が足りず断念した。,"2026-03-12 13:39:19","2026-07-27 15:17:44"
168,170,マポレーナ,マポレーナ,"Genie Sanguini",悪魔系,Demon,0,,https://www.d-quest-10.com/detail/a00317.html,/storage/images/monsters/168.webp,あざやかな緑色の身体が,トレードマークの妖精。,"2026-03-12 13:39:22","2026-07-27 15:17:44"
169,171,フロストギズモ,フロストギズモ,"Freezing Fog",エレメント系,Elemental,0,,https://www.d-quest-10.com/detail/a00268.html,/storage/images/monsters/169.webp,こごえるふぶきやヒャダルコを操る雲の魔物。寒い地域に生息するので氷の攻撃には強い。,雪の多い山奥ではコイツに襲われた旅人が翌朝氷漬けになって発見されることがある。,"2026-03-12 13:39:25","2026-07-27 15:17:44"
170,172,インキュバス,インキュバス,Incubus,怪人系,Humanoid,0,,https://www.d-quest-10.com/detail/a00024.html,/storage/images/monsters/170.webp,まくらを投げつけ旅人を強制的に眠らせる。夢の世界からやってきたいかがわしい妖怪。,人の夢に入り込んではその夢の内容で夢占いをして結果を押しつけてくるおせっかいなヤツ。,"2026-03-12 13:39:28","2026-07-27 15:17:44"
171,173,きりさきピエロ,キリサキピエロ,"Prickly Prankster",怪人系,Humanoid,0,,https://www.d-quest-10.com/detail/a00077.html,/storage/images/monsters/171.webp,肉を切り裂くのが大好きな得体の知れない殺人ピエロ。多彩な斬撃をくりだし獲物が弱る様を見て笑う。,地獄の庭園の手入れを頼まれ見事な才能を発揮した。庭師として第二の人生を歩むべきなのか考え中。,"2026-03-12 13:39:31","2026-07-27 15:17:44"
172,174,ベホイムスライム,ベホイムスライム,Sootheslime,スライム系,Slime,0,,https://www.d-quest-10.com/detail/a00274.html,/storage/images/monsters/172.webp,ベホイムを覚えた頼もしいホイミスライム。触手を回してアタックする意外に武闘派な一面も。,"名前を聞き返されるのがあまりに めんどうくさくてベホイミスライムです とウソをつくこともある。","2026-03-12 13:39:35","2026-07-27 15:17:44"
173,175,キングスライム,キングスライム,"King Slime",スライム系,Slime,0,,https://www.d-quest-10.com/detail/a00078.html,/storage/images/monsters/173.webp,"でっかい王冠が ご自慢のスライム界に君臨する王様。大きく ふくれあがってのしかかってくる。","夜中に女王め…と つぶやき歯ぎしりして うなされてた。高い支持率を誇る王様にも何か悩みがあるみたい……？","2026-03-12 13:39:38","2026-07-27 15:17:44"
174,176,エビルホーク,エビルホーク,"War Gryphon",鳥系,Bird,0,,https://www.d-quest-10.com/detail/a00033.html,/storage/images/monsters/174.webp,はるか上空から人間を狙う３つのタカの目を持った魔鳥。はげしいほのおをはいて獲物を丸焼きにする。,異常に発達した視覚は千里先をも見通すという。しかし夜は何も見えない悲しき猛禽類。,"2026-03-12 13:39:42","2026-07-27 15:17:44"
175,177,じごくのたまねぎ,ジゴクノタマネギ,"Brimstone Bulb",植物系,Plant,0,,https://www.d-quest-10.com/detail/a00124.html,/storage/images/monsters/175.webp,魔物の手で育てられたまがまがしいタマネギ。あまいいきや暗黒のきりでこちらを弱らせてくる。,地獄にある農場でくさった死体のスミスさんに愛情をこめて育てられた。生産者の保証付きタマネギ。,"2026-03-12 13:39:46","2026-07-27 15:17:44"
176,178,ブラッドソード,ブラッドソード,"Bloody Blade",物質系,Material,0,,https://www.d-quest-10.com/detail/a00259.html,/storage/images/monsters/176.webp,人の血を求めてさまようおぞましい呪われた魔剣。ブレードガードを駆使しこちらの攻撃をはじき返す。,長い間人を斬らずにいるとだんだん色がうすくなってひとくいサーベルと間違われてしまうことも。,"2026-03-12 13:39:49","2026-07-27 15:17:44"
177,179,ホースデビル,ホースデビル,Gamigin,悪魔系,Demon,0,,https://www.d-quest-10.com/detail/a00294.html,/storage/images/monsters/177.webp,大きな２本のツノを持つ馬ヅラの悪魔。,世界樹の葉を使ってくるので最初に倒してしまおう。,"2026-03-12 13:39:52","2026-07-27 15:17:44"
178,180,よろいのきし,ヨロイノキシ,"Knight Errant",悪魔系,Demon,0,,https://www.d-quest-10.com/detail/a00342.html,/storage/images/monsters/178.webp,ブ厚いヨロイを着込んだ悪のパワーファイター。,鍛えぬかれた肉体でタックルをかましてくる。,"2026-03-12 13:39:55","2026-07-27 15:17:44"
179,181,キラーファング,キラーファング,"Killer Fang",獣系,Beast,0,,https://www.d-quest-10.com/detail/a00075.html,/storage/images/monsters/179.webp,人食いとおそれられている血に飢えた野獣。捨て身のかまえをとって猛攻撃をしかけてくる。,キラーファングの鋭利な牙は年を経るほど大きくなる。最も立派な牙の持ち主が群れの中で王となるらしい。,"2026-03-12 13:40:00","2026-07-27 15:17:44"
180,182,ふくめんバニー,フクメンバニー,Rottontail,獣系,Beast,0,,https://www.d-quest-10.com/detail/a00251.html,/storage/images/monsters/180.webp,決め技はばくれつけん。……ということ以外すべてが謎のベールに包まれた正体不明のマスクマン。,見た目は凶悪なウサギだが陰で恵まれない子供のためにプレゼントをしているという心優しいマスクマン。,"2026-03-12 13:40:07","2026-07-27 15:17:44"
181,183,デスパロット,デスパロット,Paralakeet,鳥系,Bird,0,,https://www.d-quest-10.com/detail/a00182.html,/storage/images/monsters/181.webp,鋭いクチバシにマヒ毒を持ち突かれるとしびれることも。マホトーンやマヌーサなど呪文にも注意が必要だ。,魔道士のペットのオウムが毎日呪文を聞きつづけたため自分でも呪文が唱えられるようになった。,"2026-03-12 13:40:10","2026-07-27 15:17:44"
182,184,どれいへいし,ドレイヘイシ,"Undentured Servant",ゾンビ系,Undead,0,,https://www.d-quest-10.com/detail/a00205.html,/storage/images/monsters/182.webp,死してなお服従の呪いが解けない兵士のゾンビ。やいばくだきをくりだして相手の出端をくじく。,生前に仕えていた王様はたいへんうたぐり深い性格で兵士に忠誠を誓わせるため絶対服従の呪いをかけた。,"2026-03-12 13:40:13","2026-07-27 15:17:44"
183,185,スモールグール,スモールグール,"Drooling Ghoul",怪人系,Humanoid,0,,https://www.d-quest-10.com/detail/a00150.html,/storage/images/monsters/183.webp,自分の身体を分裂させて襲いかかってくる子鬼。倒すのに時間がかかるやっかいなヤツ。,魔界一不気味な魔物を目指しグールのもとで修行していた。このたび免許皆伝の証として師匠の名前を授かった。,"2026-03-12 13:40:17","2026-07-27 15:17:44"
184,186,バサラーナ,バサラーナ,Basarana,怪人系,Humanoid,0,,https://www.d-quest-10.com/detail/a00224.html,/storage/images/monsters/184.webp,派手なかっこうをして荒々しく立ち回る妖怪。ザオラルやベホマラーで仲間を助けながら戦う。,その身なりと奇抜な言動で業界の異端児として知られるがなぜか女子からはモテモテのしゃくに障るプレイボーイ。,"2026-03-12 13:40:20","2026-07-27 15:17:44"
185,187,スマイルリザード,スマイルリザード,Raptile,ドラゴン系,Dragon,0,,https://www.d-quest-10.com/detail/a00148.html,/storage/images/monsters/185.webp,愛くるしい笑顔を見せる愉快な個性派トカゲ。その笑顔に油断すると痛い目にあう。,いつも泉に顔を映して笑顔の練習をしている。魔物界のアイドルを目指し今日もカワイイ角度を探す。,"2026-03-12 13:40:23","2026-07-27 15:17:44"
186,188,エビルチクリン,エビルチクリン,Bamboozler,マシン系,Machine,0,,https://www.d-quest-10.com/detail/a00032.html,/storage/images/monsters/186.webp,ハイカラな旗印を背負ったたけやり族のトリックスター。さみだれ突きや自爆などとにかくド派手な技が好き。,いくさ場こそ漢の舞台。だからこそ目立つ格好で強烈に自己主張したい。俺の生き様とくと見よ！,"2026-03-12 13:40:28","2026-07-27 15:17:44"
187,189,ボーンナイト,ボーンナイト,"Grim Rider",ゾンビ系,Undead,0,,https://www.d-quest-10.com/detail/a00295.html,/storage/images/monsters/187.webp,ひづめの音をひびかせて迫りくる地獄の騎士。自らにベホイミをかけ折れた骨を修復してゆく。,最近骨密度が下がっていてカルシウムをとるため牛乳をたくさん飲んでいる。意外にも健康志向なのね。,"2026-03-12 13:40:31","2026-07-27 15:17:44"
188,190,ドロヌーバ,ドロヌーバ,Mudraker,エレメント系,Elemental,0,,https://www.d-quest-10.com/detail/a00206.html,/storage/images/monsters/188.webp,泥に宿った死者の魂が旅人たちの足にすがりつく。戦闘中スクルトを唱えて泥の身体を強化することも。,ドロヌーバの天敵は日照り！強い日差しによってお肌がカサヌーバになってしまいアイデンティティが崩壊する。,"2026-03-12 13:40:34","2026-07-27 15:17:44"
189,191,ネイルビースト,ネイルビースト,"Claw Breaker",水系,Aquatic,0,,https://www.d-quest-10.com/detail/a00216.html,/storage/images/monsters/189.webp,長いツメを振り回しマヒや毒の攻撃でこちらを弱らせてくるおそろしい海の魔人。,長いツメは殺人鬼の命。毎日お気に入りのネイルアーティストの所でお手入れを欠かさない。,"2026-03-12 13:40:37","2026-07-27 15:17:44"
190,192,イーブルフライ,イーブルフライ,Cutterfly,虫系,Insect,0,,https://www.d-quest-10.com/detail/a00017.html,/storage/images/monsters/190.webp,毒々しいチョウの羽を持つ呪文に長けたドラゴン。ルカナンで守備力を下げては炎の玉を飛ばしてくる。,毒イモムシがサナギとなりそのかたいカラを破るとイーブルフライとなって美しく飛びたっていく。,"2026-03-12 13:40:41","2026-07-27 15:17:44"
191,193,バイキングソウル,バイキングソウル,"Viking Soul",ゾンビ系,Undead,0,,https://www.d-quest-10.com/detail/a00221.html,/storage/images/monsters/191.webp,略奪をくりかえしてきた凶暴な海賊の亡霊。仲間をバイキルトで強化しどとうの攻撃をしかける。,極悪非道な行いのせいで海の神に嫌われてしまった。死んだ後も海に立ち入れず陸地を暴れまわっている。,"2026-03-12 13:40:44","2026-07-27 15:17:44"
192,194,ジェリーマン,ジェリーマン,Admirer,エレメント系,Elemental,0,,https://www.d-quest-10.com/detail/a00123.html,/storage/images/monsters/192.webp,ゼリー状の身体を持つネトネトしたモンスター。ヘナトスで攻撃力を下げゆったり襲いかかってくる。,スライムって人気者らしい。そんなウワサを聞いてからいてもたってもいられない。オイラもぷるぷるだよぅ！,"2026-03-12 13:40:47","2026-07-27 15:17:44"
193,195,レッドプリン,レッドプリン,"Red Pudding",エレメント系,Elemental,0,,https://www.d-quest-10.com/detail/a00354.html,/storage/images/monsters/193.webp,お菓子好きの魔女によって偶然生みだされた魔物。たまにかえんの息をはくが悪気はなく本能ゆえの行動。,甘いはずのプリンがなぜか激辛に仕上がった。お菓子好きの魔女は料理が下手だったらしい。,"2026-03-12 13:40:50","2026-07-27 15:17:44"
194,196,えんまのつかい,エンマノツカイ,Ashassin,怪人系,Humanoid,0,,https://www.d-quest-10.com/detail/a00034.html,/storage/images/monsters/194.webp,すべてを灰にするため地獄から送られた大妖怪。天地のかまえを使って相手の攻撃を待ちかまえる。,ウソつきはえんまのつかいに舌を抜かれて持ってかれる…などというウワサもあるがそんなぬるいヤツじゃない。,"2026-03-12 13:40:53","2026-07-27 15:17:44"
195,197,デザートゴースト,デザートゴースト,"Sweaty Yeti",獣系,Beast,0,,https://www.d-quest-10.com/detail/a00179.html,/storage/images/monsters/195.webp,砂漠に出没するチカラ自慢。炎天下の中わざわざ熱い息を吹きかけてくるあつくるしいヤツ。,もともとイエティと同じくらい白かったのに砂漠で日焼けして微妙な色になってしまった。,"2026-03-12 13:40:56","2026-07-27 15:17:44"
196,198,りゅうき兵,リュウキヘイ,"Mandrake Mercenary",ドラゴン系,Dragon,0,,https://www.d-quest-10.com/detail/a00350.html,/storage/images/monsters/196.webp,攻防一体の戦闘をするドラゴンの兵士。仲間を呼ぶこともあるので早めに倒してしまおう。,騎兵という割にじつは馬には乗ったことがない。りゅうほ兵という名前だけはカンベンだと思っている。,"2026-03-12 13:41:00","2026-07-27 15:17:44"
197,199,ダッシュラン,ダッシュラン,"Drag Racer",ドラゴン系,Dragon,0,,https://www.d-quest-10.com/detail/a00169.html,/storage/images/monsters/197.webp,氷のブレスを使いこなす俊足の青いドラゴン。,ときどき敵を吹っ飛ばしてダメージを与える。,"2026-03-12 13:41:03","2026-07-27 15:17:44"
198,200,キラービー,キラービー,Scornet,虫系,Insect,0,,https://www.d-quest-10.com/detail/a00074.html,/storage/images/monsters/198.webp,野生のハチが魔物の手により殺人バチに進化した。大きな針にはマヒ毒が仕込んであるので要注意だ。,よく黒い服を着ているとハチに狙われるというがコイツは服の色とか関係なく襲いかかってくるぞ。,"2026-03-12 13:41:07","2026-07-27 15:17:44"
199,201,クリスタルハンド,クリスタルハンド,"Crystal Hand",物質系,Material,0,,https://www.d-quest-10.com/detail/a00088.html,/storage/images/monsters/199.webp,水晶のように透きとおった妖しくも美しい腕の魔物。時折コープスフライを呼び戦況を一変させてくる。,おそろしき氷の女王の手。氷の世界に旅人を閉じ込めコレクションにして楽しんでいるらしい。,"2026-03-12 13:41:10","2026-07-27 15:17:44"
200,202,ウィッチネイル,ウィッチネイル,"Witch's Nail",ゾンビ系,Undead,0,,https://www.d-quest-10.com/detail/a00025.html,/storage/images/monsters/200.webp,たまにしりょうのきしを呼びベホイミで回復させながら骨のずいまで利用する。高飛車な性格のモンスター。,おどるほうせきを捕まえては袋の中の宝石をかすめとる手クセの悪い魔女の手。老後のために必死のようだ。,"2026-03-12 13:41:14","2026-07-27 15:17:44"
201,203,ビッグスロース,ビッグスロース,Sasquash,獣系,Beast,0,,https://www.d-quest-10.com/detail/a00236.html,/storage/images/monsters/201.webp,チカラをためて攻撃する毛むくじゃらの怪物。スクルトで守りをかためる用心深い一面も。,巣穴に引きこもってずっとダラダラしているものぐさなナマケモノ。自宅警備はお手の物。,"2026-03-12 13:41:17","2026-07-27 15:17:44"
202,204,ドラゴンキッズ,ドラゴンキッズ,"Small Fry",ドラゴン系,Dragon,0,,https://www.d-quest-10.com/detail/a00202.html,/storage/images/monsters/202.webp,やんちゃな子供ドラゴン。背伸びしたいお年頃なのかはりきってはげしいほのおをはこうとするが……？,じつはどのドラゴンの子供か判明していない。この姿が成体で本当はドラゴンアダルトなのかも？,"2026-03-12 13:41:21","2026-07-27 15:17:44"
204,206,パペットロープ,パペットロープ,"Puppet Rope",物質系,Material,0,,https://www.d-quest-10.com/detail/a00227.html,/storage/images/monsters/204.webp,人形のように結ばれたロープのモンスター。細い身体でしめあげては回転パンチをしかけてくる。,もともとは劇の人形として人間に使われていたがしばられた人生がイヤで人間をしばる魔物になった。,"2026-03-12 13:41:27","2026-07-27 15:17:44"
205,207,ボーンプリズナー,ボーンプリズナー,"Marrow Escapee",ゾンビ系,Undead,0,,https://www.d-quest-10.com/detail/a00298.html,/storage/images/monsters/205.webp,しかばねとなった今でも血のにおいに飢えている元死刑囚のなれの果て。なぜかマホトーンを使う。,スゴうでの殺し屋が捕まって死刑に処せられたものの被害者たちの恨みは消えず安らかな死は訪れなかった。,"2026-03-12 13:41:30","2026-07-27 15:17:44"
206,208,岩とびあくま,イワトビアクマ,"Rockin' Rockhopper",水系,Aquatic,0,,https://www.d-quest-10.com/detail/a00023.html,/storage/images/monsters/206.webp,岩場を跳ねまわる凶悪な形相のペンギン。黒い群れがいっせいに飛びかかる姿はまさに悪魔。,芸の道は険しくときにタップペンギーたちもタップ道を踏み外す。そして岩とびあくまとなる。,"2026-03-12 13:41:36","2026-07-27 15:17:44"
207,209,メタルライダー,メタルライダー,"Metal Slime Knight",スライム系,Slime,0,,https://www.d-quest-10.com/detail/a00330.html,/storage/images/monsters/207.webp,無口なメタルスライム乗り。華麗な宙返りを披露して痛恨の一撃をくりだすときに大胆な一面も。,"相棒のメタルスライムはシルバーと呼ばれている。もちろん ハイヨー！ と声をかけて飛び乗るのだ。","2026-03-12 13:41:39","2026-07-27 15:17:44"
