id,name,name_kana,name_en,color,effect,created_at,updated_at
158,チャージタックルの極意,ちゃーじたっくるのごくい,Charge Tackle Mastery,光,【チャージタックル】のダメージ上昇（Ver.3.0前期まではLv1につき3%）,2026-03-12 12:56:27,2026-03-31 14:36:47
159,真・やいばくだきの極意,しん・やいばくだきのごくい,True Attack Attacker Mastery,光,【真・やいばくだき】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
160,真・やいばくだきの技巧,しん・やいばくだきのぎこう,True Attack Attacker Knack,光,真・やいばくだきの成功率上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
161,僧侶の閃き,そうりょのひらめき,Priest Insight,光,僧侶である間、必殺チャージ率上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
162,おはらいの瞬き,おはらいのまたたき,Benediction Quick Chant,光,【おはらい】の発動速度上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
163,果てなきマホトラのころも,はてなきまほとらのころも,Endless Magic Robe,光,【マホトラのころも】の効果時間延長（Ver.5.1まではLv1につき3秒）,2026-03-12 12:56:27,2026-03-31 14:36:47
164,聖女の守りの瞬き,せいじょのまもりのまたたき,Alma Mater Quick Chant,光,【聖女の守り】の発動速度上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
165,天使の守りの瞬き,てんしのまもりのまたたき,Goddess' Grace Quick Chant,光,【天使の守り】の発動速度上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
166,ホーリーライトの極意,ほーりーらいとのごくい,Divine Restitution Mastery,光,【ホーリーライト】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
167,魔法使いの閃き,まほうつかいのひらめき,Mage Insight,光,魔法使いである間、必殺チャージ率上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
168,メドローアの極意,めどろーあのごくい,Kafrizzlecrack Mastery,光,【メドローア】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
169,ぶきみなひかりの瞬き,ぶきみなひかりのまたたき,Spooky Aura Quick Chant,光,【ぶきみなひかり】の発動速度上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
170,ぶきみなひかりの技巧,ぶきみなひかりのぎこう,Spooky Aura Knack,光,ぶきみなひかりの成功率上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
171,魔力かくせいの瞬き,まりょくかくせいのまたたき,Channel Anger Quick Chant,光,【魔力かくせい】の発動速度上昇魔使・スパ・竜術で共用可能,2026-03-12 12:56:27,2026-03-31 14:36:47
172,果てなき超魔力かくせい,はてなきちょうまりょくかくせい,Endless Super Channel Anger,光,【超魔力かくせい】【ミラクルゾーン】による【呪文ダメージ限界突破】の効果時間延長,2026-03-12 12:56:27,2026-03-31 14:36:47
173,武闘家の閃き,ぶとうかのひらめき,Martial Artist Insight,光,武闘家である間、必殺チャージ率上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
174,一喝の極意,いっかつのごくい,Roaring Tirade Mastery,光,【一喝】使用時、たまにさらに1段階テンションアップ（Ver.5.1まではLv1につき3%）,2026-03-12 12:56:27,2026-03-31 14:36:47
175,崩命拳の極意,ほうめいけんのごくい,Punch Out Mastery,光,【崩命拳】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
176,ためるの極意,ためるのごくい,Psyche Up Mastery,光,【ためる】使用時、たまにさらに1段階テンションアップ,2026-03-12 12:56:27,2026-03-31 14:36:47
177,心頭滅却の瞬き,しんとうめっきゃくのまたたき,Mind Over Matter Quick Chant,光,【心頭滅却】の発動速度上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
178,おたけびの技巧,おたけびのぎこう,War Cry Knack,光,【おたけび】の成功率上昇（Ver.3.0前期まではLv1につき2%）,2026-03-12 12:56:27,2026-03-31 14:36:47
179,おたけびの戦域,おたけびのせんいき,War Cry Beat,光,おたけびの範囲拡大,2026-03-12 12:56:27,2026-03-31 14:36:47
180,めいそうの奇跡,めいそうのきせき,Meditation Miracle,光,【めいそう】の回復量上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
181,ためる弐の極意,ためるにのごくい,Psyche Up 2 Mastery,光,【ためる弐】使用時、たまにさらに1段階テンションアップ,2026-03-12 12:56:27,2026-03-31 14:36:47
182,無念無想の奇跡,むねんむそうのきせき,Nirvana Miracle,光,【無念無想】のMP回復量上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
183,ためる参の極意,ためるさんのごくい,Psyche Up 3 Mastery,光,【ためる参】使用時、たまにさらに1段階テンションアップ,2026-03-12 12:56:27,2026-03-31 14:36:47
184,打成一片の極意,だじょういっぺんのごくい,Become One Mastery,光,【打成一片】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
185,盗賊の閃き,とうぞくのひらめき,Thief Insight,光,盗賊である間、必殺チャージ率上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
186,お宝ハンターの極意,おたからはんたーのごくい,Itemised Kill Mastery,光,【お宝ハンター】のダメージが固定値で上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
187,ファントムハックの極意,ふぁんとむはっくのごくい,Seeing Stars Mastery,光,【ファントムハック】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
188,サプライズラッシュの極意,さぷらいずらっしゅのごくい,Bolt from the Blue Mastery,光,【サプライズラッシュ】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
189,サプライズラッシュの技巧,さぷらいずらっしゅのぎこう,Bolt from the Blue Knack,光,サプライズラッシュの成功率上昇（Ver.5.1まではLv1につき1%）,2026-03-12 12:56:27,2026-03-31 14:36:47
190,ネバネバ爆弾の戦域,ねばねばばくだんのせんいき,Sticky bomb Beat,光,【ネバネバ爆弾】の範囲拡大,2026-03-12 12:56:27,2026-03-31 14:36:47
191,旅芸人の閃き,たびげいにんのひらめき,Minstrel Insight,光,旅芸人である間、必殺チャージ率上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
192,トリックゾーンの極意,とりっくぞーんのごくい,Haze Over Mastery,光,【トリックゾーン】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
193,ボケの技巧,ぼけのぎこう,Pratfall Knack,光,【ボケ】の成功率上昇（Ver.3.0前期まではLv1につき2%）,2026-03-12 12:56:27,2026-03-31 14:36:47
194,果てなきタップダンス,はてなきたっぷだんす,Endless Tap Dance,光,【タップダンス】の効果時間延長（Ver.5.1まではLv1につき3秒）,2026-03-12 12:56:27,2026-03-31 14:36:47
195,キラージャグリングの極意,きらーじゃぐりんぐのごくい,Have a Ball Mastery,光,【キラージャグリング】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
196,ハッスルダンスの奇跡,はっするだんすのきせき,Hustle Dance Miracle,光,【ハッスルダンス】の回復量上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
197,ハッスルダンスの戦域,はっするだんすのせんいき,Hustle Dance Beat,光,ハッスルダンスの範囲拡大,2026-03-12 12:56:27,2026-03-31 14:36:47
198,ゴッドジャグリングの極意,ごっどじゃぐりんぐのごくい,God Juggling Mastery,光,【ゴッドジャグリング】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
199,たたかいのビートの戦域,たたかいのびーとのせんいき,Rhythm 'n' Bruise Beat,光,【たたかいのビート】の範囲拡大,2026-03-12 12:56:27,2026-03-31 14:36:47
200,いやしのメロディの戦域,いやしのめろでぃのせんいき,Healing Melody Beat,光,【いやしのメロディ】の範囲拡大,2026-03-12 12:56:27,2026-03-31 14:36:47
201,バトルマスターの閃き,ばとるますたーのひらめき,Battlemaster Insight,光,バトルマスターである間、必殺チャージ率上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
202,ラッシュバーンの極意,らっしゅばーんのごくい,Burn Rush Mastery,光,【ラッシュバーン】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
203,とうこん討ちの極意,とうこんうちのごくい,and うこん討ち Mastery,光,【とうこん討ち】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
204,もろば斬りの極意,もろばぎりのごくい,Double-Edged Slash Mastery,光,【もろば斬り】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
205,無心こうげきの極意,むしんこうげきのごくい,Blind Man's Biff Mastery,光,【無心こうげき】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
206,天下無双の極意,てんかむそうのごくい,A Cut Above Mastery,光,【天下無双】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
207,果てなきテンションバーン,はてなきてんしょんばーん,Endless Tension Burn,光,【テンションバーン】の効果時間延長,2026-03-12 12:56:27,2026-03-31 14:36:47
208,果てなきミラクルブースト,はてなきみらくるぶーすと,Endless Miracle Boost,光,【ミラクルブースト】の効果時間延長,2026-03-12 12:56:27,2026-03-31 14:36:47
209,古今無双の極意,ここんむそうのごくい,Peerless Prowess Mastery,光,【古今無双】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
210,パラディンの閃き,ぱらでぃんのひらめき,Paladin Insight,光,パラディンである間、必殺チャージ率上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
211,果てなきパラディンガード,はてなきぱらでぃんがーど,Endless Paladin Guard,光,【パラディンガード】の効果時間延長,2026-03-12 12:56:27,2026-03-31 14:36:47
212,果てなき聖光の鎧,はてなきせいこうのよろい,Endless Holy Light Armor,光,【聖光の鎧】の効果時間延長,2026-03-12 12:56:27,2026-03-31 14:36:47
213,やいばのぼうぎょの極意,やいばのぼうぎょのごくい,Pincushion Mastery,光,【やいばのぼうぎょ】中、さらに割合で被ダメージ軽減,2026-03-12 12:56:27,2026-03-31 14:36:47
214,におうだちの極意,におうだちのごくい,Forbearance Mastery,光,【におうだち】中、さらに固定値で被ダメージ軽減,2026-03-12 12:56:27,2026-03-31 14:36:47
215,果てなきヘヴィチャージ,はてなきへびちゃーじ,Endless Heavy Charge,光,【ヘヴィチャージ】による【おもさ増加】の効果時間延長（【不動のかまえ】等他の手段による重さアップには適用されない）,2026-03-12 12:56:27,2026-03-31 14:36:47
216,大ぼうぎょの極意,だいぼうぎょのごくい,Defending Champion Mastery,光,【大ぼうぎょ】中、さらに割合で被ダメージ軽減,2026-03-12 12:56:27,2026-03-31 14:36:47
217,グランドネビュラの極意,ぐらんどねびゅらのごくい,Solar Flair Mastery,光,【グランドネビュラ】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
218,果てなき鉄壁の進軍,はてなきてっぺきのしんぐん,Endless Ironclad Advance,光,【鉄壁の進軍】の効果時間延長,2026-03-12 12:56:27,2026-03-31 14:36:47
219,魔法戦士の閃き,まほうせんしのひらめき,Armamentalist Insight,光,魔法戦士である間、必殺チャージ率上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
220,マジックルーレットの戦域,まじっくるーれっとのせんいき,Magic Roulette Beat,光,【マジックルーレット】の範囲拡大,2026-03-12 12:56:27,2026-03-31 14:36:47
221,エナジーフォールの極意,えなじーふぉーるのごくい,Magic Blast Mastery,光,【エナジーフォール】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
222,ファイアフォースの護り,ふぁいあふぉーすのまもり,Fire Fource Protection,光,自分に【ファイアフォース】がかかっているとき炎耐性上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
223,アイスフォースの護り,あいすふぉーすのまもり,Frost Fource Protection,光,自分に【アイスフォース】がかかっているとき氷耐性上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
224,ストームフォースの護り,すとーむふぉーすのまもり,Gale Fource Protection,光,自分に【ストームフォース】がかかっているとき風・雷耐性上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
225,ダークフォースの護り,だーくふぉーすのまもり,Funereal Fource Protection,光,自分に【ダークフォース】がかかっているとき闇・土耐性上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
226,ライトフォースの護り,らいとふぉーすのまもり,Life Fource Protection,光,自分に【ライトフォース】がかかっているとき光耐性上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
227,フォースブレイクの極意,ふぉーすぶれいくのごくい,Fource Break Mastery,光,【フォースブレイク】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
228,フォースブレイクの技巧,ふぉーすぶれいくのぎこう,Fource Break Knack,光,フォースブレイクの成功率上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
229,レンジャーの閃き,れんじゃーのひらめき,Ranger Insight,光,レンジャーである間、必殺チャージ率上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
230,アヌビスアタックの極意,あぬびすあたっくのごくい,Anubis Assault Mastery,光,【アヌビスアタック】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
231,てなづけるの技巧,てなづけるのぎこう,Win Over Knack,光,【てなづける】の成功率上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
232,メタルトラップの技巧,めたるとらっぷのぎこう,Metal Trap Knack,光,【メタルトラップ】の成功率上昇（Ver.3.0前期まではLv1につき2%）,2026-03-12 12:56:27,2026-03-31 14:36:47
233,まもりのきりの戦域,まもりのきりのせんいき,Mist Me Beat,光,【まもりのきり】の範囲拡大,2026-03-12 12:56:27,2026-03-31 14:36:47
234,オオカミアタックの極意,おおかみあたっくのごくい,Wolf Whistle Mastery,光,【オオカミアタック】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
235,あんこくのきりの技巧,あんこくのきりのぎこう,Dark Fog Knack,光,【あんこくのきり】の成功率上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
236,フェンリルアタックの極意,ふぇんりるあたっくのごくい,Fenrir Whistle Mastery,光,【フェンリルアタック】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
237,紅蓮蝶のきりの戦域,ぐれんちょうのきりのせんいき,Crimson Butterfly Mist Beat,光,【紅蓮蝶のきり】の範囲拡大,2026-03-12 12:56:27,2026-03-31 14:36:47
238,賢者の閃き,けんじゃのひらめき,Sage Insight,光,賢者である間、必殺チャージ率上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
239,果てなき神の息吹,はてなきかみのいぶき,Endless Divine Breath,光,【神の息吹】による詠唱時間短縮の効果時間延長（Ver.5.1まではLv1につき3秒）,2026-03-12 12:56:27,2026-03-31 14:36:47
240,いやしの雨の瞬き,いやしのあめのまたたき,Right as Rain Quick Chant,光,【いやしの雨】の発動速度上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
241,魔導の書の技巧,まどうのしょのぎこう,Magical Book Knack,光,【魔導の書】の成功率上昇（Ver.3.0前期まではLv1につき2%）,2026-03-12 12:56:27,2026-03-31 14:36:47
242,スーパースターの閃き,すーぱーすたーのひらめき,Superstar Insight,光,スーパースターである間、必殺チャージ率上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
243,果てなきモンスターゾーン,はてなきもんすたーぞーん,Endless Monster Zone,光,【モンスターゾーン】によって敵をシビれさせる効果時間を延長（Ver.5.1まではLv1につき1秒）,2026-03-12 12:56:27,2026-03-31 14:36:47
244,果てなき銀幕の世界,はてなきぎんまくのせかい,Endless Silver Screen World,光,【銀幕の世界】の効果時間延長,2026-03-12 12:56:27,2026-03-31 14:36:47
245,サインぜめの極意,さいんぜめのごくい,Autograph Mastery,光,【サインぜめ】のダメージ上昇（Ver.3.0前期まではLv1につき10%）,2026-03-12 12:56:27,2026-03-31 14:36:47
246,スキャンダルの技巧,すきゃんだるのぎこう,Scandal Eyes Knack,光,【スキャンダル】の成功率上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
247,メイクアップの瞬き,めいくあっぷのまたたき,Makeup Quick Chant,光,【メイクアップ】の発動速度上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
248,プレシャスレインの極意,ぷれしゃすれいんのごくい,Precious Rain Mastery,光,【プレシャスレイン】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
249,まもの使いの閃き,まものつかいのひらめき,Monster Master Insight,光,まもの使いである間、必殺チャージ率上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
250,流星爪牙の極意,りゅうせいそうがのごくい,Crash Claw Mastery,光,【流星爪牙】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
251,果てなきビーストモード,はてなきびーすともーど,Endless Beast Mode,光,【ビーストモード】による行動間隔0化の効果時間延長（Ver.5.1まではLv1につき1秒）,2026-03-12 12:56:27,2026-03-31 14:36:47
252,ブレスクラッシュの極意,ぶれすくらっしゅのごくい,Breathtaking Bash Mastery,光,【ブレスクラッシュ】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
253,ブレスクラッシュの技巧,ぶれすくらっしゅのぎこう,Breathtaking Bash Knack,光,ブレスクラッシュの成功率上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
254,スキルクラッシュの極意,すきるくらっしゅのごくい,Skill Scupperer Mastery,光,【スキルクラッシュ】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
255,スキルクラッシュの技巧,すきるくらっしゅのぎこう,Skill Scupperer Knack,光,スキルクラッシュの成功率上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
256,果てなきウォークライ,はてなきうぉーくらい,Endless War Cry,光,【ウォークライ】の効果時間延長,2026-03-12 12:56:27,2026-03-31 14:36:47
257,ビーストファングの極意,びーすとふぁんぐのごくい,Beast Fang Mastery,光,【ビーストファング】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
258,どうぐ使いの閃き,どうぐつかいのひらめき,Item Master Insight,光,どうぐ使いである間、必殺チャージ率上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
259,アブソリュートレイの極意,あぶそりゅーとれいのごくい,Absolute Beam Mastery,光,【アブソリュートレイ】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
260,果てなきどうぐ倍化術,はてなきどうぐばいかじゅつ,Endless Tool Doubling,光,【どうぐ倍化術】【どうぐ最適術】によるアイテム効果アップの効果時間延長,2026-03-12 12:56:27,2026-03-31 14:36:47
261,磁界シールドの瞬き,じかいしーるどのまたたき,Magnetic Shield Quick Chant,光,【磁界シールド】の発動速度上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
262,果てなきどうぐ範囲化術,はてなきどうぐはんいかじゅつ,Endless Tool AoE,光,【どうぐ範囲化術】【どうぐ最適術】によるアイテム範囲化の効果時間延長,2026-03-12 12:56:27,2026-03-31 14:36:47
263,メディカルデバイスの瞬き,めでぃかるでばいすのまたたき,Medical Device Quick Chant,光,【メディカルデバイス】の発動速度上昇（Ver.3.0前期まではLv1につき3%）,2026-03-12 12:56:27,2026-03-31 14:36:47
264,プラズマリムーバーの瞬き,ぷらずまりむーばーのまたたき,Plasma Remover Quick Chant,光,【プラズマリムーバー】の発動速度上昇（Ver.3.0前期まではLv1につき3%）,2026-03-12 12:56:27,2026-03-31 14:36:47
265,プラズマリムーバーの戦域,ぷらずまりむーばーのせんいき,Plasma Remover Beat,光,プラズマリムーバーの範囲拡大,2026-03-12 12:56:27,2026-03-31 14:36:47
266,バイキルエンハンスの瞬き,ばいきるえんはんすのまたたき,Oomphgrade Quick Chant,光,【バイキルエンハンス】の発動速度上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
267,踊り子の閃き,おどりこのひらめき,Dancer Insight,光,踊り子である間、必殺チャージ率上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
268,もうどくブルースの瞬き,もうどくぶるーすのまたたき,Poisonous Blues Quick Chant,光,【もうどくブルース】の発動速度上昇（Ver.3.0前期まではLv1につき3%）,2026-03-12 12:56:27,2026-03-31 14:36:47
269,会心まいしんラップの瞬き,かいしんまいしんらっぷのまたたき,Confidence Rap Quick Chant,光,【会心まいしんラップ】の発動速度上昇（Ver.3.0前期まではLv1につき3%）,2026-03-12 12:56:27,2026-03-31 14:36:47
270,祈りのゴスペルの瞬き,いのりのごすぺるのまたたき,Gospel of Prayer Quick Chant,光,【祈りのゴスペル】の発動速度上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
271,覚醒のアリアの瞬き,かくせいのありあのまたたき,Aria of Awakening Quick Chant,光,【覚醒のアリア】の発動速度上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
272,よみがえり節の瞬き,よみがえりぶしのまたたき,Revival Clause Quick Chant,光,【よみがえり節】の発動速度上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
273,魔力のバラードの瞬き,まりょくのばらーどのまたたき,Magical Ballad Quick Chant,光,【魔力のバラード】の発動速度上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
274,回復のララバイの瞬き,かいふくのららばいのまたたき,Healing Lullaby Quick Chant,光,【回復のララバイ】の発動速度上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
275,ふういんのダンスの技巧,ふういんのだんすのぎこう,Dance of Sealing Knack,光,【ふういんのダンス】の成功率上昇（Ver.3.0前期まではLv1につき2%）,2026-03-12 12:56:27,2026-03-31 14:36:47
276,こんらんのダンスの技巧,こんらんのだんすのぎこう,Dance of Confusion Knack,光,【こんらんのダンス】の成功率上昇（Ver.3.0前期まではLv1につき2%）,2026-03-12 12:56:27,2026-03-31 14:36:47
277,ねむりのダンスの技巧,ねむりのだんすのぎこう,Dance of Sleep Knack,光,【ねむりのダンス】の成功率上昇（Ver.3.0前期まではLv1につき2%）,2026-03-12 12:56:27,2026-03-31 14:36:47
278,ドラゴンステップの技巧,どらごんすてっぷのぎこう,Dragon Step Knack,光,【ドラゴンステップ】の成功率上昇（Ver.3.0前期まではLv1につき2%）,2026-03-12 12:56:27,2026-03-31 14:36:47
279,ビーナスステップの技巧,びーなすすてっぷのぎこう,Venus Step Knack,光,【ビーナスステップ】の成功率上昇（Ver.3.0前期まではLv1につき2%）,2026-03-12 12:56:27,2026-03-31 14:36:47
280,ロイヤルステップの技巧,ろいやるすてっぷのぎこう,Royal Step Knack,光,【ロイヤルステップ】の成功率上昇（Ver.3.0前期まではLv1につき2%）,2026-03-12 12:56:27,2026-03-31 14:36:47
281,つるぎの舞の極意,つるぎのまいのごくい,Sword Dance Mastery,光,【つるぎの舞】のダメージ上昇（Ver.5.1まではLv1につき3%）,2026-03-12 12:56:27,2026-03-31 14:36:47
282,戦鬼の乱れ舞の瞬き,せんきのみだれまいのまたたき,Demon's Duet Quick Chant,光,【戦鬼の乱れ舞】の発動速度上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
283,占い師の閃き,うらないしのひらめき,Fortune Teller Insight,光,占い師である間、必殺チャージ率上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
284,果てなき魅惑の水晶球,はてなきみわくのすいしょうきゅう,Endless Alluring Crystal Ball,光,【魅惑の水晶球】【占技・天輪殺】によるタロット強化効果の効果時間延長（Ver.5.1まではLv1につき2秒）,2026-03-12 12:56:27,2026-03-31 14:36:47
285,果てなきワイルドカード,はてなきわいるどかーど,Endless Wild Card,光,【ワイルドカード】の効果時間延長,2026-03-12 12:56:27,2026-03-31 14:36:47
286,正義のタロットの極意,せいぎのたろっとのごくい,Justice Tarot Mastery,光,【正義のタロット】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
287,戦車のタロットの極意,せんしゃのたろっとのごくい,Chariot Tarot Mastery,光,【戦車のタロット】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
288,罪人のタロットの極意,ざいにんのたろっとのごくい,Sinner Tarot Mastery,光,【罪人のタロット】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
289,隠者のタロットの極意,いんじゃのたろっとのごくい,Hermit Tarot Mastery,光,【隠者のタロット】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
290,死神のタロットの極意,しにがみのたろっとのごくい,Death Tarot Mastery,光,【死神のタロット】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
291,塔のタロットの極意,とうのたろっとのごくい,Tower Tarot Mastery,光,【塔のタロット】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
292,魅惑の水晶球の瞬き,みわくのすいしょうきゅうのまたたき,Magic Crystal Ball Quick Chant,光,魅惑の水晶球の発動速度上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
293,復活の魅惑の水晶球,ふっかつのみわくのすいしょうきゅう,Revival Magic Crystal Ball,光,復活時魅惑の水晶球発動,2026-03-12 12:56:27,2026-03-31 14:36:47
294,始まりの魅惑の水晶球,はじまりのみわくのすいしょうきゅう,Initial Magic Crystal Ball,光,開戦時魅惑の水晶球発動,2026-03-12 12:56:27,2026-03-31 14:36:47
295,天地雷鳴士の閃き,てんちらいめいしのひらめき,Druid Insight,光,天地雷鳴士である間、必殺チャージ率上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
296,シュジャク召喚の極意,しゅじゃくしょうかんのごくい,Pea Shocker Mastery,光,【シュジャク召喚】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
297,ひばしらの極意,ひばしらのごくい,Pyre o' Fire Mastery,光,【ひばしら】のダメージ上昇（Ver.4.0まではLv1につき1%）,2026-03-12 12:56:27,2026-03-31 14:36:47
298,じわれの極意,じわれのごくい,Fissure Mastery,光,【じわれ】のダメージ上昇（Ver.4.0まではLv1につき1%）,2026-03-12 12:56:27,2026-03-31 14:36:47
299,いなずまの極意,いなずまのごくい,Lightning Mastery,光,【いなずま】のダメージ上昇（Ver.4.0まではLv1につき1%）,2026-03-12 12:56:27,2026-03-31 14:36:47
300,めいどうふうまの極意,めいどうふうまのごくい,King Fissure Mastery,光,【めいどうふうま】のダメージ上昇（Ver.4.0まではLv1につき1%）,2026-03-12 12:56:27,2026-03-31 14:36:47
301,マグマの極意,まぐまのごくい,Magma Blast Mastery,光,【マグマ】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
302,水神のたつまきの極意,すいじんのたつまきのごくい,Whirlwind Mastery,光,【水神のたつまき】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
303,れんごく火炎の極意,れんごくかえんのごくい,Inferno Flame Mastery,光,【れんごく火炎】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
304,しんくう竜巻の極意,しんくうたつまきのごくい,Vacuum Tornado Mastery,光,【しんくう竜巻】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
305,遊び人の閃き,あそびにんのひらめき,Gadabout Insight,光,遊び人である間、必殺チャージ率上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
306,びっくりルーレットの極意,びっくりるーれっとのごくい,Surprise Spinner Mastery,光,【びっくりルーレット】のダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
307,きまぐれの技巧,きまぐれのぎこう,Whimsical Knack,光,【きまぐれ】の発動率上昇（Ver.5.1まではLv1につき1%）,2026-03-12 12:56:27,2026-03-31 14:36:47
308,なめまわしの技巧,なめまわしのぎこう,Tongue Lashing Knack,光,【なめまわし】の成功率上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
309,ぱふぱふの技巧,ぱふぱふのぎこう,Puff-puff Knack,光,【ぱふぱふ】の成功率上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
310,果てなきほんきであそぶ,はてなきほんきであそぶ,Endless Serious Play,光,【ほんきであそぶ】の効果時間延長,2026-03-12 12:56:27,2026-03-31 14:36:47
311,ひゃくれつなめの技巧,ひゃくれつなめのぎこう,Tongue Bashing Knack,光,【ひゃくれつなめ】の成功率上昇（Ver.5.1まではLv1につき1%）,2026-03-12 12:56:27,2026-03-31 14:36:47
312,まねまねの極意,まねまねのごくい,Mimicry Mastery,光,【まねまね】の反射ダメージ上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
313,デスマスターの閃き,ですますたーのひらめき,Death Master Insight,光,デスマスターである間、必殺チャージ率上昇,2026-03-12 12:56:27,2026-03-31 14:36:47
