id,name,name_kana,name_en,buy_price,sell_price,category,created_at,updated_at
411,めざめの鬼石,めざめのきせき,"Demon Stone",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
412,めざめの花,めざめのはな,Wakerobin,,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
413,めざめの秘石,めざめのひせき,"Secret Stone",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
414,メタキンボスメダル,めたきんぼすめだる,"Metal King Boss Medal",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
415,メタキンメダル,めたきんめだる,"Metal King Medal",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
416,メタキンチケット,めたきんちけっと,"Metal King Ticket",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
417,メタスラコイン,めたすらこいん,"Metal Slime Coin",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
418,メタスラボスメダル,めたすらぼすめだる,"Metal Slime Boss Medal",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
419,メタブラチケット,めたぶらちけっと,"Metal Medley Ticket",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
420,メダルフラワー,めだるふらわー,"Medal Flower",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
421,メタルチケット,めたるちけっと,"Metal Ticket",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
422,メダル10枚チケット,めだる10まいちけっと,"10-Medal Ticket",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
423,メダル20枚チケット,めだる20まいちけっと,"20-Medal Ticket",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
424,メダル30枚チケット,めだる30まいちけっと,"30-Medal Ticket",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
425,メダル100枚チケット,めだる100まいちけっと,"100-Medal Ticket",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
426,メダル王コイン,めだるおうこいん,"Medal King Coin",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
427,メダルがまぐち,めだるがまぐち,"Medal Case",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
428,メタルな香水,めたるなこうすい,"Metal Perfume",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
429,メタルなプチ香水,めたるなぷちこうすい,"Metal Perfume S",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
430,メタルなプチプチ香水,めたるなぷちぷちこうすい,"Metal Perfume XS",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
431,メタル迷宮招待券,めたるめいきゅうしょうたいけん,"Metal Maze Ticket",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
432,メタル迷宮ペア招待券,めたるめいきゅうぺあしょうたいけん,"Metal Maze Pair Ticket",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
433,メラゾーマやきそば,めらぞーまやきそば,"Kafrizz Fried Noodles",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
434,やくそう,やくそう,"Medicinal Herb",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
435,やりなおしの宝珠,やりなおしのほうしゅ,"Regretta Stone",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
436,やりなお草,やりなおくさ,"Azure Grass",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
437,ヤングガイアコイン,やんぐがいあこいん,"Young Gaia Coin",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
438,夢のアクセサリー箱,ゆめのあくせさりーばこ,"Dream Accessory Box",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
439,夢のアクセサリー箱2,ゆめのあくせさりーばこ2,"Dream Accessory Box II",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
440,夢のアクセサリー箱3,ゆめのあくせさりーばこ3,"Dream Accessory Box III",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
441,夢のアクセサリー箱4,ゆめのあくせさりーばこ4,"Dream Accessory Box IV",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
442,ゆめみの極箱,ゆめみのきょくばこ,"Very Dreamy Box",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
443,ゆめみの金箱,ゆめみのきんばこ,"Dreamy Gold Box",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
444,ゆめみの銀箱,ゆめみのぎんばこ,"Dreamy Silver Box",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
445,ゆめみの天箱,ゆめみのてんばこ,"Dreamy Sky Box",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
446,ゆめみの銅箱,ゆめみのどうばこ,"Dreamy Bronze Box",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
447,ゆめみの花,ゆめみのはな,"Sleeping Hibiscus",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
448,ゆめみの竜箱,ゆめみのりゅうばこ,"Dreamy Dragon Box",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
449,ゆめみの闇箱,ゆめみのやみばこ,"Dreamy Dark Box",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
450,妖精のスイートピー,ようせいのすいーとぴー,"Faerie Sweet Pea",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
451,妖精の実,ようせいのみ,"Fairy Fruit",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
452,ようせいの霊薬,ようせいのれいやく,"Faerie Elixir",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
453,よろこびの玉手箱,よろこびのたまてばこ,"Joyful Jewelry Box",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
454,ラブチョコ,らぶちょこ,"Love Chocolate",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
455,リカバーパフェ,りかばーぱふぇ,"Recover Parfait",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
456,竜王のうろこ,りゅうおうのうろこ,"Dragonlord Scale",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
457,竜の書・白,りゅうのしょ・しろ,"White Dragon Tome",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
458,竜の書・黒,りゅうのしょ・くろ,"Black Dragon Tome",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
459,レアボスメダル,れあぼすめだる,"Rare Boss Medal",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
460,レスキュマフィン,れすきゅまふぃん,"Rescue Muffin",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
461,レッドブレイクグミ,れっどぶれいくぐみ,"Red Break Gummy",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
462,レンタル衣装無料券,れんたるいしょうむりょうけん,"Outfit Rental Ticket",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
463,ロイヤルメダルフラワー,ろいやるめだるふらわー,"Royal Medal Flower",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
464,ロトゼタシアの便せん,ろとぜたしあのびんせん,"Erdrea Paper",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
465,和傘の福袋,わがさのふくぶくろ,"Umbrella Grab Bag",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
467,10周年レンズ,10しゅうねんれんず,"10th Anniversary Lens",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
468,DQVIII主人公券,DQVIIIしゅじんこうけん,"DQVIII Hero Ticket",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
469,DQXI主人公の心,DQXIしゅじんこうのこころ,"Heart of the DQXI Hero",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
470,Vロンコイン,Vろんこいん,"V-Lon Coin",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
471,Vロン強コイン,Vろんきょうこいん,"Strong V-Lon Coin",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
472,うつしよの箱,うつしよのはこ,"Worldly Box",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
473,運命のカード,うんめいのかーど,"Card of Fate",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
474,おめかしグッズ交換券,おめかしぐっずこうかんけん,"Dress-Up Goods Exchange Ticket",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
475,ギュっと○○の箱,ぎゅっと○○のはこ,"Gyutto ○○ Box",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
476,香水,こうすい,Perfume,,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
477,召喚符,しょうかんふ,"Summoning Talisman",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
478,特産品,とくさんひん,"Local Specialty",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
479,ドルボードプリズム,どるぼーどぷりずむ,"Dolboard Prism",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
480,便せん,びんせん,"Writing Paper",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
481,プレゼント,ぷれぜんと,Present,,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
482,ボスコイン,ぼすこいん,"Boss Coin",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
483,ボスメダル,ぼすめだる,"Boss Medal",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
484,魔法の種,まほうのたね,"Magic Seed",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
485,ゆめみの箱,ゆめみのはこ,"Dream Box",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
486,練習札,れんしゅうふだ,"Practice Card",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
487,○○レンズ,○○れんず,"○○ Lens",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
488,記憶の消しゴム,きおくのけしごむ,"Memory Eraser",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
489,教練チケット,きょうれんちけっと,"Training Ticket",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
490,金色のフランベリー,きんいろのふらんべりー,"Golden Flanberry",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
491,金のフェルマーク,きんのふぇるまーく,"Gold Fel Mark",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
492,銀のフェルマーク,ぎんのふぇるまーく,"Silver Fel Mark",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
493,紅蓮のフランベリー,ぐれんのふらんべりー,"Bright Red Flanberry",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
494,光章チケット,こうしょうちけっと,"Shiny Ticket",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
495,スライムあんぱん,すらいむあんぱん,"Slime Anpan",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
496,せかいじゅのリーフパイ,せかいじゅのりーふぱい,"Yggdrasil Leaf Pie",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
497,蒼黒のフランベリー,そうこくのふらんべりー,"Blue-Black Flanberry",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
498,大光章チケット,だいこうしょうちけっと,"Shiny Ticket L",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
499,白銀のフランベリー,はくぎんのふらんべりー,"Silver Flanberry",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
500,フェルマーク,ふぇるまーく,"Fel Mark",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
501,フランベリー,ふらんべりー,Flanberry,,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
502,ベスのカレーパン,べすのかれーぱん,"She-Slime Curry Bread",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
503,ホイミンやきそばパン,ほいみんやきそばぱん,"Healie Yakisoba",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
504,モシャストーン,もしゃすとーん,"Morph Stone",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
505,桃果のフランベリー,とうかのふらんべりー,"Pink Flanberry",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
506,緑花のフランベリー,りょくかのふらんべりー,"Green Flanberry",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
507,回復ドリンク,かいふくどりんく,"Recovery Drink",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
508,魔力ドリンク,まりょくどりんく,"Magical Drink",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
509,復活ドリンク,ふっかつどりんく,"Resurrection Drink",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
510,猛攻の書,もうこうのしょ,"Oomph Book",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
511,堅守の書,けんしゅのしょ,"Buff Book",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
512,神速の書,しんそくのしょ,"Accel Book",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
513,加重の書,かじゅうのしょ,"Thunk Book",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
514,金縛りの札,かなしばりのふだ,"Bill of Binding",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
515,オトリ召喚の札,おとりしょうかんのふだ,"Bill of Baiting",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
516,大砲の弾,たいほうのたま,Cannonball,,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
517,強化砲弾,きょうかほうだん,"Super Shell",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
518,しびれ砲弾,しびれほうだん,"Stunning Shell",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
519,リトライストーン,りとらいすとーん,"Retry Stone",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
520,修練の心得,しゅうれんのこころえ,"Tips on Training",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
521,クローバーのカギ,くろーばーのかぎ,"Clover Key",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
522,ねがいのかがみ,ねがいのかがみ,"Mirror of Wishes",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
523,ツヤめきペイント,つやめきぺいんと,"Glossy Paint",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
524,ツヤめきリンス,つやめきりんす,"Glossy Rinse",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
525,カラフルブーケ,からふるぶーけ,"Colorful Bouquet",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
526,覚醒の鬼神石,かくせいのきじんせき,"Uber Demon Stone",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
527,爆伸丸,ばくしんがん,"Powerburst Pill",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
528,覚醒の神秘石,かくせいのしんぴせき,"Uber Secret Stone",,,consumable,"2026-03-12 12:52:26","2026-07-26 16:57:28"
529,キラキラ,きらきら,Sparkling,,,material,"2026-03-12 12:52:28","2026-07-26 16:57:28"
530,アイスブルーダリア,あいすぶるーだりあ,"Ice Blue Dahlia",0,,material,"2026-03-12 12:52:28","2026-07-26 16:57:28"
531,青い宝石,あおいほうせき,"Savvy Sapphire",1200,,material,"2026-03-12 12:52:28","2026-07-26 16:57:28"
532,青の上錬金石,あおのじょうれんきんせき,"Sapphire Gem",,,material,"2026-03-12 12:52:28","2026-07-26 16:57:28"
533,青のラクリマ,あおのらくりま,"Blue Lacrima",,,material,"2026-03-12 12:52:28","2026-07-26 16:57:28"
534,青の錬金石,あおのれんきんいし,"Blue Gem",,,material,"2026-03-12 12:52:28","2026-07-26 16:57:28"
535,赤いサンゴ,あかいさんご,"Crimson Coral",250,,material,"2026-03-12 12:52:28","2026-07-26 16:57:28"
536,赤い宝石,あかいほうせき,"Royal Ruby",1200,,material,"2026-03-12 12:52:28","2026-07-26 16:57:28"
537,赤の上錬金石,あかのじょうれんきんせき,"Ruby Gem",,,material,"2026-03-12 12:52:28","2026-07-26 16:57:28"
538,赤のラクリマ,あかのらくりま,"Red Lacrima",,,material,"2026-03-12 12:52:28","2026-07-26 16:57:28"
539,赤の錬金石,あかのれんきんいし,"Red Gem",,,material,"2026-03-12 12:52:28","2026-07-26 16:57:29"
540,アクセルギアの破片,あくせるぎあのかけら,"Mechanical Monocle Shard",,,material,"2026-03-12 12:52:28","2026-07-26 16:57:29"
541,悪霊の仮面の破片,あくりょうのかめんのかけら,"Evil Spirit Mask Shard",,,material,"2026-03-12 12:52:28","2026-07-26 16:57:29"
542,麻の糸,あさのいと,"Flaxen Thread",60,,material,"2026-03-12 12:52:28","2026-07-26 16:57:29"
543,アステライト鉱石,あすてらいとこうせき,Astolyte,1200,,material,"2026-03-12 12:52:28","2026-07-26 16:57:29"
544,あずきガーベラのタネ,あずきがーべらのたね,"Red Bean Gerbera Seed",,,material,"2026-03-12 12:52:28","2026-07-26 16:57:29"
545,汗と涙の結晶,あせとなみだのけっしょう,"Sweat & Tears Gem",4900,,material,"2026-03-12 12:52:28","2026-07-26 16:57:29"
546,アナザーハート,あなざーはーと,"Another Heart",,,material,"2026-03-12 12:52:28","2026-07-26 16:57:29"
547,あまつゆのいと,あまつゆのいと,"Celestial Skein",1000,,material,"2026-03-12 12:52:28","2026-07-26 16:57:29"
548,あやかしそう,あやかしそう,Narspicious,290,,material,"2026-03-12 12:52:28","2026-07-26 16:57:29"
549,暗黒の樹木,あんこくのじゅもく,Fatalistick,390,,material,"2026-03-12 12:52:28","2026-07-26 16:57:29"
550,暗夜の魔石,あんやのませき,"Midnight Stone",25000,,material,"2026-03-12 12:52:28","2026-07-26 16:57:29"
551,イエローアイ,いえろーあい,"Yellow Eye",350,,material,"2026-03-12 12:52:28","2026-07-26 16:57:29"
552,イエローオーブ,いえろーおーぶ,"Yellow Orb",3000,,material,"2026-03-12 12:52:28","2026-07-26 16:57:29"
553,イエローリップのタネ,いえろーりっぷのたね,"Yellow Tulip Seed",,,material,"2026-03-12 12:52:28","2026-07-26 16:57:29"
554,いかずちのたま,いかずちのたま,Thunderball,1350,,material,"2026-03-12 12:52:28","2026-07-26 16:57:29"
555,ウェナールシェル,うぇなーるしぇる,"Wenal Shell",4800,,material,"2026-03-12 12:52:28","2026-07-26 16:57:29"
556,うしのふん,うしのふん,Cowpat,150,,material,"2026-03-12 12:52:28","2026-07-26 16:57:29"
557,うつろい草,うつろいそう,Kaleidograss,6000,,material,"2026-03-12 12:52:28","2026-07-26 19:08:32"
558,うまのふん,うまのふん,"Horse Manure",150,,material,"2026-03-12 12:52:28","2026-07-26 16:57:29"
559,うるわしキノコ,うるわしきのこ,"Belle Cap",160,,material,"2026-03-12 12:52:28","2026-07-26 16:57:29"
560,エメラルドリリィ,えめらるどりりぃ,"Emerald Lily",0,,material,"2026-03-12 12:52:28","2026-07-26 16:57:29"
561,エルトナスイセン,えるとなすいせん,"Eltona Daffodil",3600,,material,"2026-03-12 12:52:28","2026-07-26 16:57:29"
562,炎光の勾玉の破片,えんこうのまがたまのかけら,"Firelight Jewel Shard",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
563,エンゼルハーツ,えんぜるはーつ,"Angel Heart",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
564,炎魔の焼け石,えんまのやけいし,"Burning Stone",1700,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
565,おいしいミルク,おいしいみるく,"Fresh Milk",240,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
566,黄金のアンク？,おうごんのあんく?,"Golden Ankh?",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
567,おうごんのかけら,おうごんのかけら,"Gold Nuglet",450,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
568,黄金の飾り扇,おうごんのかざりおうぎ,"Ornamental Fan",15000,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
569,黄金の飾りオノ,おうごんのかざりおの,"Ornamental Axe",15000,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
570,黄金の飾り片手剣,おうごんのかざりかたてけん,"Ornamental Sword",20000,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
571,黄金の飾りかぶと,おうごんのかざりかぶと,"Ornamental Helmet",20000,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
572,黄金の飾りくつ,おうごんのかざりくつ,"Ornamental Boots",20000,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
573,黄金の飾りこて,おうごんのかざりこて,"Ornamental Gloves",20000,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
574,黄金の飾り棍,おうごんのかざりこん,"Ornamental Rod",20000,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
575,黄金の飾りスティック,おうごんのかざりすてぃっく,"Ornamental Wand",10000,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
576,黄金の飾り盾,おうごんのかざりたて,"Ornamental Shield",25000,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
577,黄金の飾り短剣,おうごんのかざりたんけん,"Ornamental Knife",25000,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
578,黄金の飾りツメ,おうごんのかざりつめ,"Ornamental Claws",25000,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
579,黄金の飾りハンマー,おうごんのかざりはんまー,"Ornamental Hammer",30000,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
580,黄金の飾りブーメラン,おうごんのかざりぶーめらん,"Ornamental Boomerang",15000,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
581,黄金の飾りムチ,おうごんのかざりむち,"Ornamental Whip",15000,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
582,黄金の飾りヤリ,おうごんのかざりやり,"Ornamental Spear",35000,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
583,黄金の飾り弓,おうごんのかざりゆみ,"Ornamental Bow",25000,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
584,黄金の飾りよろい上,おうごんのかざりよろいじょう,"Ornamental Cuirass",20000,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
585,黄金の飾りよろい下,おうごんのかざりよろいか,"Ornamental Faulds",20000,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
586,黄金の飾り両手剣,おうごんのかざりりょうてけん,"Ornamental Greatsword",15000,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
587,黄金の飾り両手杖,おうごんのかざりりょうてつえ,"Ornamental Staff",20000,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
588,黄金の秘宝？,おうごんのひほう?,"Golden Treasure?",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
589,黄金のブローチの破片,おうごんのぶろーちのかけら,"Golden Brooch Shard",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
590,黄金のブローチ？,おうごんのぶろーち?,"Golden Brooch?",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
591,大きなうろこ,おおきなうろこ,"Large Scale",170,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
592,大きな黄金の秘宝？,おおきなおうごんのひほう?,"Large Golden Treasure?",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
593,大きなおたからの花びら,おおきなおたからのはなびら,"Large Iridescent Petal",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
594,大きな貝がら,おおきなかいがら,"Sizeable Seashell",1600,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
595,大きな化石,おおきなかせき,"Colossal Fossil",130,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
596,大きなこうら,おおきなこうら,"Giant Tortoise Shell",2500,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
597,大きなホネ,おおきなほね,"Big Bone",2000,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
598,おおとろの切り身,おおとろのきりみ,"Tuna Belly",600,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
599,オグリドホーン,おぐりどほーん,"Ogreed Horn",11000,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
600,おたからのタネ,おたからのたね,"Treasure Seed",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
601,おたからの花びら,おたからのはなびら,"Iridescent Petal",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
602,オニキスダリア,おにきすだりあ,"Onyx Dahlia",0,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
603,おぼろ水晶,おぼろすいしょう,Nebulousphere,830,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
604,オリーブマリーのタネ,おりーぶまりーのたね,"Olive Marie Seed",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
605,オレンジスズランのタネ,おれんじすずらんのたね,"Orange Lily Seed",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
606,海魔の眼甲の破片,かいまのがんこうのかけら,"Nacreous Necromonocle Shard",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
607,カオスベリー,かおすべりー,"Chaos Berry",3500,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
608,かがみ石,かがみせき,Mirrorstone,300,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
609,かがやきそう,かがやきそう,Glimmergrass,360,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
610,かがやきの樹液,かがやきのじゅえき,"Sparkly Sap",1000,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
611,かぜきりのはね,かぜきりのはね,"Flurry Feather",3500,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
612,風の宝珠,かぜのほうしゅ,"Wind Jewel",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
613,カチコチくるみ,かちこちくるみ,"Tough Nut",220,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
614,カフェスズランのタネ,かふぇすずらんのたね,"Latte Lily Seed",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
615,神々のゆびわの破片,かみがみのゆびわのかけら,"Ring of the Risen Shard",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
616,火竜のキバ,かりゅうのきば,"Fiery Fang",14000,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
617,ガマのあぶら,がまのあぶら,"Toad Oil",280,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
618,ガーデスの枝,がーですのえだ,"Guardess Branch",18000,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
619,黄色の宝石,きいろのほうせき,"Sunny Citrine",1200,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
620,輝晶核,きしょうかく,"Coruscating Core",2100000,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
621,輝晶の砕片,きしょうのさいへん,"Coruscating Clast",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
622,機神の眼甲の破片,きしんのがんこうのかけら,"Mechanical Eye Shard",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
623,黄の上錬金石,きのじょうれんきんせき,"Topaz Gem",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
624,黄のラクリマ,きのらくりま,"Yellow Lacrima",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
625,黄の錬金石,きのれんきんいし,"Yellow Gem",,,material,"2026-03-12 12:52:29","2026-07-26 16:57:29"
